sample_id	run_id	assay_type	run_classification	interpretation_domain	summary_axis	consequence_label	count
ERR10619203	run_2026_05_30_071639	WES	q3	coding	frequency_class	common	23386
ERR10619203	run_2026_05_30_071639	WES	q3	coding	frequency_class	low_frequency	1251
ERR10619203	run_2026_05_30_071639	WES	q3	coding	frequency_class	missing	237
ERR10619203	run_2026_05_30_071639	WES	q3	coding	frequency_class	rare	1397
ERR10619203	run_2026_05_30_071639	WES	q3	coding	frequency_class	unknown	0
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	frequency_class	common	560471
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	frequency_class	low_frequency	25977
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	frequency_class	missing	24882
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	frequency_class	rare	36992
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	frequency_class	unknown	0
ERR10619203	run_2026_05_30_071639	WES	q3	coding	interpretation_label	coding_common_or_low_support	24735
ERR10619203	run_2026_05_30_071639	WES	q3	coding	interpretation_label	coding_uninterpretable	450
ERR10619203	run_2026_05_30_071639	WES	q3	coding	interpretation_label	lof_or_missense_rare	1084
ERR10619203	run_2026_05_30_071639	WES	q3	coding	interpretation_label	lof_rare_clinically_supported	2
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	interpretation_label	noncoding_common_or_low_support	512578
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	interpretation_label	noncoding_uninterpretable	112607
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	interpretation_label	regulatory_or_transcript_rare	23137
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	interpretation_label	regulatory_rare_supported	0
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	context	intergenic	100675
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	context	intronic	296535
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	context	proximal	96496
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	context	regulatory	0
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	context	transcript_associated	142684
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	context	unknown	11932
ERR10619203	run_2026_05_30_071639	WES	q3	coding	variant_function	loss_of_function	527
ERR10619203	run_2026_05_30_071639	WES	q3	coding	variant_function	missense	11332
ERR10619203	run_2026_05_30_071639	WES	q3	coding	variant_function	other_coding	387
ERR10619203	run_2026_05_30_071639	WES	q3	coding	variant_function	splice_relevant	2461
ERR10619203	run_2026_05_30_071639	WES	q3	coding	variant_function	synonymous	11564
ERR10619203	run_2026_05_30_071639	WES	q3	coding	variant_function	unknown	0
ERR10619203	run_2026_05_30_071639	WES	q3	coding	clinical_status	benign	6775
ERR10619203	run_2026_05_30_071639	WES	q3	coding	clinical_status	conflicting	42
ERR10619203	run_2026_05_30_071639	WES	q3	coding	clinical_status	likely_benign	776
ERR10619203	run_2026_05_30_071639	WES	q3	coding	clinical_status	likely_pathogenic	17
ERR10619203	run_2026_05_30_071639	WES	q3	coding	clinical_status	missing	18399
ERR10619203	run_2026_05_30_071639	WES	q3	coding	clinical_status	pathogenic	15
ERR10619203	run_2026_05_30_071639	WES	q3	coding	clinical_status	vus	247
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	clinical_status	benign	24701
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	clinical_status	conflicting	9
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	clinical_status	likely_benign	1225
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	clinical_status	likely_pathogenic	5
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	clinical_status	missing	622147
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	clinical_status	pathogenic	13
ERR10619203	run_2026_05_30_071639	WES	q3	noncoding	clinical_status	vus	222
