gene_symbol	n_variants
DNAH14	20
CELSR1	19
SLC25A5	18
PSPH	17
LAMC3	14
KMT2C	13
RYR3	12
ACACB	11
ASPM	11
ACSF3	10
GALC	10
HCN2	10
HTT	10
MCPH1	10
SYNE1	10
LAMA2	9
ATAD3B	8
CENPF	8
COL4A2	8
HERC2	8
PITRM1	8
POLQ	8
SCN10A	8
VARS2	8
CHD5	7
CTU2	7
DHTKD1	7
DYNC2H1	7
GPAM	7
PCLO	7
UNC13A	7
CACNA1A	6
CHRNA4	6
COL4A1	6
DMXL2	6
ECHDC3	6
GRM7	6
MACF1	6
MAST3	6
MTNAP1	6
PIK3C2B	6
RAI1	6
RELN	6
SAMM50	6
SON	6
TOP1MT	6
TRPM3	6
UNC80	6
ALDH4A1	5
ATP2B2	5
CC2D2A	5
CEP89	5
COL18A1	5
CYP24A1	5
DIP2C	5
DNAJC6	5
GOT2	5
MCM3AP	5
MRPL39	5
MTCH2	5
MTRF1L	5
MYCBP2	5
NEU4	5
NPC1	5
NRDC	5
PAK2	5
PIGG	5
PTPN23	5
RTTN	5
SELENOO	5
SEPTIN4	5
SF3B1	5
TBCD	5
TRAPPC12	5
TXNRD2	5
ZNF142	5
ABCA2	4
ADCY10	4
ANK3	4
APC2	4
ASTN1	4
CACNA1I	4
CAMK2B	4
CBR3	4
CCDC88C	4
CHD2	4
CNTNAP2	4
CPS1	4
CTSF	4
CYP11B2	4
DCHS1	4
EARS2	4
EPG5	4
FRYL	4
GRIN2B	4
HECTD1	4
HIVEP2	4
HK1	4
HSD17B4	4
KMT2D	4
MANBA	4
MAP1B	4
MED13L	4
MRPS9	4
MTFR1	4
MYG1	4
NALCN	4
PDE2A	4
PEX6	4
PIDD1	4
POLR1A	4
PRPF8	4
RANBP2	4
RERE	4
SARDH	4
SDR39U1	4
SLC45A1	4
SPTAN1	4
SZT2	4
TMEM177	4
TWNK	4
UNC79	4
AARS2	3
ABCA9	3
ACSM1	3
ADAR	3
ADGRG1	3
AGMAT	3
AGXT2	3
AKR1B10	3
ALDH1B1	3
ALG12	3
ALPL	3
ANKRD11	3
ANKRD17	3
ATP13A2	3
ATP6V0A2	3
BAZ2B	3
BCL2A1	3
CA5B	3
CACNA2D1	3
CAMK2A	3
CASP9	3
