gene_symbol	n_variants
GRN	2
TNRC6A	2
ACSM2A	1
AFDN	1
AK2	1
AKR7A2	1
ATPSCKMT	1
CLYBL	1
DHRS2	1
DYNC2H1	1
ETFA	1
ETFBKMT	1
FASTKD1	1
FLNA	1
GFAP	1
HCN2	1
IFIH1	1
KANSL1	1
KCNH5	1
KCNT1	1
KMT2C	1
KMT2D	1
LACTB	1
LARS2	1
LRBA	1
MBOAT7	1
MIGA2	1
MRPL34	1
MRPL45	1
MRPS16	1
MRPS5	1
NRROS	1
NUP214	1
PAICS	1
PDE12	1
PDPR	1
PEX1	1
PEX19	1
PGM2L1	1
PIDD1	1
POMK	1
PRSS35	1
PTPN23	1
PUSL1	1
RAPGEF2	1
RELN	1
SDHD	1
SEMA6B	1
SEPTIN4	1
SLC45A1	1
STAG1	1
SZT2	1
TMEM186	1
UNC13A	1
UQCRB	1
UQCRC1	1
VPS13D	1
YEATS2	1
