gene_symbol	n_variants
DNAH14	16
SYNE1	16
SLC25A5	14
ASPM	12
CELSR1	11
COL4A2	11
KMT2C	11
ACACB	10
ACSF3	10
EP400	10
GALC	10
HTT	10
LARS1	10
MCPH1	10
PCDH12	9
PDPR	9
SCN10A	9
COL4A1	8
DMXL2	8
ECHDC3	8
LSS	8
METTL4	8
PCLO	8
POLQ	8
DYNC2H1	7
RYR3	7
ACTG1	6
ADCY10	6
ALDH1L1	6
ANK3	6
CACNA1A	6
CACNA1B	6
CYP11B2	6
DCHS1	6
DMGDH	6
HCN2	6
LAMC3	6
MTCH2	6
MTNAP1	6
NSD1	6
PTPN23	6
RAI1	6
RELN	6
TRPM3	6
UNC13A	6
UNC80	6
YEATS2	6
ABAT	5
ADAR	5
AGXT2	5
ALDH1B1	5
ALDH4A1	5
BAZ2B	5
CACNA1C	5
CAMK2B	5
CCDC88C	5
CHRNA4	5
COG6	5
COL18A1	5
CTU2	5
DHTKD1	5
DIP2C	5
HCFC1	5
HIVEP2	5
IRF2BPL	5
KMT2D	5
LAMA2	5
LARS2	5
MACF1	5
MRPL39	5
MT-CYB	5
MYCBP2	5
PITRM1	5
POLRMT	5
SACS	5
SAMM50	5
SON	5
SPATA20	5
TBCD	5
TBCK	5
UGDH	5
VARS2	5
VPS13A	5
AARS2	4
AGMAT	4
CACNA1E	4
CACNA1G	4
CHD5	4
CNTNAP2	4
COQ3	4
DROSHA	4
EARS2	4
EHMT1	4
ELAC2	4
GPAM	4
JMJD1C	4
KCNQ3	4
KDM4B	4
LRBA	4
MTFR1	4
MTRF1L	4
MYG1	4
PDE2A	4
PEX6	4
PLXNA1	4
PUS3	4
RBL2	4
RERE	4
RTTN	4
SDR39U1	4
SELENOO	4
SLC45A1	4
SPHKAP	4
SPTAN1	4
SPTBN4	4
TELO2	4
TGIF1	4
TIAM1	4
TRAK1	4
UNC79	4
ABCA2	3
ABCC9	3
ACOT2	3
ACSM2A	3
ACSM5	3
AFF3	3
ANKRD17	3
APC2	3
ARID1B	3
ASTN1	3
ATP13A2	3
ATP6V0A2	3
BCL2A1	3
BLTP1	3
BSN	3
CA5B	3
CASP9	3
CBR3	3
CENPF	3
CHCHD10	3
CHD2	3
COQ2	3
COQ8B	3
CPS1	3
DENND5B	3
DLAT	3
DNA2	3
DNAJA3	3
DNM1L	3
ECHS1	3
FASN	3
FASTKD1	3
FDFT1	3
FGFR3	3
FRA10AC1	3
GM2A	3
GRIN2D	3
GRM7	3
GTPBP10	3
HECW2	3
HEXA	3
IMMT	3
ISCU	3
KCNA1	3
KCNQ2	3
KCNT2	3
KDM2B	3
LMBRD2	3
LMX1B	3
MAP1B	3
MCCD1	3
ME3	3
MED13L	3
MFF	3
MMAB	3
MMUT	3
MORC2	3
MT-ND4	3
MTOR	3
NALCN	3
NARS2	3
NAXE	3
NDUFS4	3
NDUFV3	3
NEU4	3
NLRX1	3
NPC1	3
NUP214	3
PGM2L1	3
PGS1	3
PIDD1	3
PIGN	3
PIK3C2B	3
PINK1	3
PLXNC1	3
PNPT1	3
POLR1A	3
POLR3B	3
PTCD1	3
RANBP2	3
RECQL4	3
RPH3A	3
SARDH	3
SCN1A	3
SCN3A	3
SCN8A	3
SEPTIN4	3
SETBP1	3
SETD1B	3
SF3B1	3
SFXN4	3
SLC25A48	3
SLC30A9	3
SMARCA2	3
SRCAP	3
STYXL1	3
SYNGAP1	3
TFB2M	3
THEM5	3
TMEM177	3
TRIO	3
TSEN54	3
TUBGCP6	3
VPS11	3
WDR62	3
ABCA9	2
ACACA	2
ACAD11	2
ACAT1	2
ACOT11	2
ACP6	2
ACSL1	2
ACSM2B	2
ACSS1	2
ACTB	2
ADCK2	2
ADCK5	2
AFG2B	2
AFG3L2	2
AGPAT5	2
AHDC1	2
AKAP10	2
ALDH18A1	2
ALDH1L2	2
ALKBH1	2
ALKBH8	2
ANKRD11	2
ANO4	2
AP3B2	2
