sample_id	run_id	assay_type	run_classification	gene_id	gene_symbol	gene_burden_rank	variant_count	overlay_source	overlay_source_count	overlay_source_list	mitocarta_hit	epi25_hit	match_key
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000100150	DEPDC5	124	2	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000050030	NEXMIF	906	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000103148	NPRL3	920	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000144285	SCN1A	81	3	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000099365	STX1B	1067	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000197283	SYNGAP1	204	2	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000196998	WDR45	1136	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000109576	AADAT	215	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000124608	AARS2	37	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000008311	AASS	463	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000183044	ABAT	38	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000154258	ABCA9	39	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000135776	ABCB10	216	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000115657	ABCB6	464	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000131269	ABCB7	465	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000197150	ABCB8	217	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000101986	ABCD1	466	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000173208	ABCD2	218	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000117528	ABCD3	219	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000144827	ABHD10	467	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000106077	ABHD11	468	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000060971	ACAA1	220	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000167315	ACAA2	469	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000275176|ENSG00000278540	ACACA	470	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000076555	ACACB	2	11	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000111271	ACAD10	471	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000240303	ACAD11	95	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000151498	ACAD8	472	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000177646	ACAD9	96	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000115361	ACADL	221	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000117054	ACADM	222	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000122971	ACADS	473	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000196177	ACADSB	223	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000072778	ACADVL	224	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000075239	ACAT1	225	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000110455	ACCS	226	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000131473	ACLY	227	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000100412	ACO2	474	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000102794	ACOD1	475	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000162390	ACOT11	476	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000112304	ACOT13	228	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000119673	ACOT2	97	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000097021	ACOT7	477	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000123130	ACOT9	478	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619281	run_2026_05_27_233524	WES	full_pipeline	ENSG00000162836	ACP6	229	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
