sample_id	run_id	assay_type	run_classification	interpretation_domain	summary_axis	consequence_label	count
ERR10619241	run_2026_06_02_052302	WES	q1	coding	frequency_class	common	23249
ERR10619241	run_2026_06_02_052302	WES	q1	coding	frequency_class	low_frequency	1230
ERR10619241	run_2026_06_02_052302	WES	q1	coding	frequency_class	missing	245
ERR10619241	run_2026_06_02_052302	WES	q1	coding	frequency_class	rare	1380
ERR10619241	run_2026_06_02_052302	WES	q1	coding	frequency_class	unknown	0
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	frequency_class	common	757475
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	frequency_class	low_frequency	36171
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	frequency_class	missing	35057
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	frequency_class	rare	54891
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	frequency_class	unknown	0
ERR10619241	run_2026_06_02_052302	WES	q1	coding	interpretation_label	coding_common_or_low_support	24521
ERR10619241	run_2026_06_02_052302	WES	q1	coding	interpretation_label	coding_uninterpretable	493
ERR10619241	run_2026_06_02_052302	WES	q1	coding	interpretation_label	lof_or_missense_rare	1088
ERR10619241	run_2026_06_02_052302	WES	q1	coding	interpretation_label	lof_rare_clinically_supported	2
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	interpretation_label	noncoding_common_or_low_support	688531
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	interpretation_label	noncoding_uninterpretable	161786
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	interpretation_label	regulatory_or_transcript_rare	33277
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	interpretation_label	regulatory_rare_supported	0
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	context	intergenic	147659
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	context	intronic	393615
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	context	proximal	132065
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	context	regulatory	0
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	context	transcript_associated	196128
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	context	unknown	14127
ERR10619241	run_2026_06_02_052302	WES	q1	coding	variant_function	loss_of_function	541
ERR10619241	run_2026_06_02_052302	WES	q1	coding	variant_function	missense	11228
ERR10619241	run_2026_06_02_052302	WES	q1	coding	variant_function	other_coding	381
ERR10619241	run_2026_06_02_052302	WES	q1	coding	variant_function	splice_relevant	2537
ERR10619241	run_2026_06_02_052302	WES	q1	coding	variant_function	synonymous	11417
ERR10619241	run_2026_06_02_052302	WES	q1	coding	variant_function	unknown	0
ERR10619241	run_2026_06_02_052302	WES	q1	coding	clinical_status	benign	6666
ERR10619241	run_2026_06_02_052302	WES	q1	coding	clinical_status	conflicting	69
ERR10619241	run_2026_06_02_052302	WES	q1	coding	clinical_status	likely_benign	812
ERR10619241	run_2026_06_02_052302	WES	q1	coding	clinical_status	likely_pathogenic	14
ERR10619241	run_2026_06_02_052302	WES	q1	coding	clinical_status	missing	18266
ERR10619241	run_2026_06_02_052302	WES	q1	coding	clinical_status	pathogenic	19
ERR10619241	run_2026_06_02_052302	WES	q1	coding	clinical_status	vus	258
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	clinical_status	benign	26181
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	clinical_status	conflicting	14
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	clinical_status	likely_benign	1335
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	clinical_status	likely_pathogenic	5
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	clinical_status	missing	855790
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	clinical_status	pathogenic	17
ERR10619241	run_2026_06_02_052302	WES	q1	noncoding	clinical_status	vus	252
