gene_symbol	n_variants
DNAH14	18
PSPH	17
COL4A2	15
KMT2C	14
SLC25A5	14
ASPM	13
MTCH2	12
SYNE1	12
ACSF3	10
GALC	10
SDHA	10
DYNC2H1	9
LAMC3	9
SCN10A	9
CHRNA4	8
ECHDC3	8
LAMA2	8
METTL4	8
PCDH12	8
RYR3	8
MTFR1	7
MTNAP1	7
PCLO	7
SON	7
TRPM3	7
VARS2	7
WDR62	7
ACACB	6
ADCY10	6
DCHS1	6
DHTKD1	6
DMXL2	6
HERC2	6
HIVEP2	6
LARS2	6
MACF1	6
MCPH1	6
NEU4	6
PTPN23	6
RHOT2	6
ACSM2B	5
ADAR	5
ALDH4A1	5
ANK3	5
ASTN1	5
ATP13A2	5
CHD2	5
CUX2	5
DYNC1H1	5
FRYL	5
IRF2BPL	5
KMT2D	5
MCM3AP	5
MRPL39	5
MYT1L	5
PDPR	5
PIK3C2B	5
PITRM1	5
POLQ	5
RAI1	5
RERE	5
SARDH	5
SELENOO	5
SPTBN1	5
UNC79	5
ZNF335	5
AARS2	4
ACSM1	4
ALDH1B1	4
ALDH1L1	4
AMACR	4
ASAH1	4
ATP6V0A2	4
BAZ2B	4
BLTP1	4
CACNA1E	4
CACNA1G	4
CACNA1I	4
CELSR1	4
CNTNAP2	4
COL18A1	4
COMT	4
CPS1	4
CTSF	4
CYP11B1	4
DMGDH	4
EARS2	4
EP400	4
GABBR2	4
GOT2	4
HCN2	4
L2HGDH	4
LSS	4
MT-ND2	4
MT-ND5	4
MTR	4
MYCBP2	4
MYG1	4
NALCN	4
OGDH	4
PEX6	4
PIGQ	4
PLCB1	4
POLR1A	4
PRPF8	4
RAPGEF2	4
RSAD1	4
RSF1	4
RTTN	4
SDR39U1	4
SEPTIN4	4
SETD1B	4
SFXN4	4
SLC12A5	4
SPTBN4	4
STYXL1	4
TBCD	4
TELO2	4
TNRC6A	4
TRIO	4
TSEN54	4
TSPYL1	4
UGDH	4
UNC13A	4
ABAT	3
ABCA2	3
ABCC9	3
ACADS	3
ACCS	3
ACO2	3
ADHFE1	3
AFF3	3
AGMAT	3
AGXT	3
AGXT2	3
AKR1B10	3
ALDH5A1	3
ALG13	3
ANKRD11	3
ANKRD17	3
ARSA	3
BCL2A1	3
BPTF	3
CA5A	3
CAMK2A	3
CASP9	3
CBR3	3
CENPF	3
CHD5	3
CHDH	3
CNTNAP1	3
COL4A1	3
COQ3	3
COQ8B	3
CREBBP	3
CTU2	3
CYP11B2	3
DGLUCY	3
DHRS4	3
DROSHA	3
ECHS1	3
ECI2	3
EED	3
EHHADH	3
EHMT1	3
ELAC2	3
FASN	3
FDFT1	3
FRA10AC1	3
GATB	3
GLB1	3
GRIN1	3
GRIN2B	3
HECW2	3
HIBCH	3
ISCU	3
KCNA1	3
KCNJ11	3
KCNQ3	3
KDM2B	3
KMT2B	3
LMBRD2	3
MANBA	3
MAP1B	3
MCCD1	3
MECR	3
MED13L	3
MRPL45	3
MRPL9	3
MT-CYB	3
MT-ND4	3
NAXE	3
NDUFA10	3
NPC1	3
NRDC	3
NSD1	3
OGDHL	3
PIDD1	3
PIGN	3
PINK1	3
PNPT1	3
POLRMT	3
PRIMA1	3
PTBP1	3
PTCH1	3
RECQL4	3
SCN1A	3
SCN8A	3
SETBP1	3
SLC25A48	3
SLC30A9	3
SYNGAP1	3
SZT2	3
TIAM1	3
TIMM17A	3
TMEM177	3
TRAPPC12	3
VLDLR	3
VPS11	3
ZNF142	3
ABCA9	2
ACACA	2
ACAD11	2
ACADM	2
ACOT11	2
ACOT2	2
ACP6	2
ACSL1	2
ACSS1	2
ACTG1	2
ADAM22	2
ADAT3	2
ADCK5	2
ADGRG1	2
AFG3L2	2
AKAP1	2
AKAP10	2
ALDH1L2	2
ALG2	2
ALKBH8	2
ALPL	2
AMPD2	2
ANTKMT	2
AP1G1	2
APC2	2
ARF3	2
ASXL3	2
ATP1A2	2
ATP2B2	2
ATP5PO	2
ATPSCKMT	2
B3GALNT2	2
BAK1	2
BCAS3	2
BCKDHA	2
BCL2L2	2
BCO2	2
BSN	2
C3ORF33	2
C8ORF82	2
CACNA1B	2
CACNA1D	2
CAMK2B	2
CARS2	2
CBR4	2
CC2D2A	2
CCDC186	2
CCDC88C	2
CCM2	2
CCT6A	2
CDK5RAP2	2
CELF2	2
CEP85L	2
CEP89	2
CERT1	2
CHCHD10	2
CHD1	2
COASY	2
COG4	2
COQ2	2
COX10	2
CPT1A	2
CPT2	2
CRYZ	2
CSTA	2
CYP24A1	2
DDC	2
DDX39B	2
DDX53	2
DEAF1	2
DELE1	2
DENND2B	2
DENND5B	2
DHX9	2
DLAT	2
DLG4	2
DMAC1	2
DNAJC6	2
DNMT3A	2
DOCK7	2
DPYD	2
ECM1	2
EIF2B3	2
EPB41L3	2
EPG5	2
EXOC7	2
FASTKD1	2
FASTKD3	2
FDX2	2
FECH	2
FGFR3	2
FLVCR1	2
FUT8	2
GABRA5	2
GARS1	2
GCSH	2
GFM1	2
GLDC	2
GLYCTK	2
GM2A	2
GMPPA	2
GNAI1	2
GPD2	2
GRIA4	2
GRIK2	2
GRIN2A	2
GRIN2D	2
GRM7	2
GSR	2
GTPBP10	2
GTPBP3	2
GUF1	2
HEXA	2
HID1	2
HTT	2
IDH3G	2
IFIH1	2
IMMT	2
ITPA	2
KARS1	2
KAT8	2
KCNH1	2
KCNQ2	2
KDM4B	2
KDM5A	2
KIF1A	2
KLHL20	2
LACTB	2
LDHB	2
LETM1	2
LIPT1	2
LIPT2	2
LYPLAL1	2
LYST	2
MADD	2
MAOA	2
MCCC1	2
MED12	2
MPV17L2	2
MRPL18	2
MRPL19	2
MRPL30	2
MRPL52	2
MRPS15	2
MRPS27	2
MRPS34	2
MT-CO1	2
MTHFR	2
MTIF2	2
MTOR	2
MUL1	2
NAGLU	2
NDUFAF1	2
NDUFAF4	2
NDUFS1	2
NF1	2
NGLY1	2
NIPSNAP3B	2
NLRX1	2
NME4	2
NOVA2	2
NT5DC3	2
NUDT19	2
NUDT6	2
NUP214	2
OPA1	2
OSGEP	2
OTC	2
OXA1L	2
PAH	2
PARL	2
PDE2A	2
PDHB	2
PDHX	2
PDSS1	2
PEX1	2
PGM2L1	2
PGS1	2
PIF1	2
PIGK	2
PIGT	2
PIK3R2	2
PLXNC1	2
POMGNT1	2
POMT1	2
POMT2	2
PPA2	2
PRIMPOL	2
PRKN	2
PRNP	2
PRODH2	2
PRSS35	2
PTGES2	2
PUS3	2
RBFA	2
RBL2	2
RDH13	2
RELN	2
RORA	2
RUSC2	2
SACS	2
SAMM50	2
SCO2	2
SETD9	2
SLC22A5	2
SLC25A19	2
SLC25A37	2
SLC25A47	2
SLC2A1	2
SLC45A1	2
SLC5A6	2
SMARCA2	2
SNW1	2
SP9	2
SPHKAP	2
SPTAN1	2
SRCAP	2
SUCLG2	2
SUGCT	2
SYNJ1	2
TAMM41	2
TAOK1	2
TDP2	2
TFB2M	2
TGIF1	2
THEM4	2
THEM5	2
THG1L	2
TOP3A	2
TRAPPC11	2
TRIT1	2
TRNT1	2
TRPM6	2
TSEN15	2
TUBA1A	2
TUBGCP2	2
TUBGCP6	2
TXNRD1	2
UBR5	2
UCP3	2
UGGT1	2
UMPS	2
UNC80	2
UQCRFS1	2
USP30	2
VARS1	2
VPS13A	2
VPS13D	2
VWA8	2
WDR73	2
YEATS2	2
YIF1B	2
ZNF148	2
AADAT	1
AASS	1
ABCB10	1
ABCB6	1
ABCB7	1
ABCB8	1
ABCD3	1
ABHD11	1
ABHD16A	1
ACAA1	1
ACAD9	1
ACADL	1
ACADSB	1
ACAT1	1
ACLY	1
ACOD1	1
ACOT7	1
ACSM3	1
ACSM4	1
ADARB1	1
ADCY5	1
ADNP	1
AFDN	1
AFG1L	1
AGA	1
AHDC1	1
AIFM1	1
AIFM2	1
AIFM3	1
AKT1	1
ALAS1	1
ALDH3A2	1
ALDH9A1	1
ALG1	1
ALG12	1
ALG6	1
ALG9	1
ANKH	1
ANO4	1
AP2M1	1
AP3B2	1
AP3D1	1
AP4B1	1
ARFGEF2	1
ARG1	1
ARID1B	1
ARL2	1
ARMCX2	1
ARMCX6	1
ASH1L	1
ASNS	1
ATAD3B	1
ATN1	1
ATP1A3	1
ATP2B1	1
ATP6V0A1	1
ATRX	1
AUH	1
BAIAP2	1
BCKDK	1
BCL11A	1
BCL2	1
BCL2L11	1
BCL2L13	1
C19ORF12	1
CA5B	1
CACNA1A	1
CACNA1C	1
CACNA2D1	1
CAMTA1	1
CAPZA2	1
CASP3	1
CCDC127	1
CCDC90B	1
CCND2	1
CDC42BPB	1
CDK13	1
CDK5RAP1	1
CELF4	1
CHPT1	1
CHRNA2	1
CKMT1A	1
CLCN3	1
CLCN6	1
CLYBL	1
CMPK2	1
CNOT3	1
CNPY3	1
COA6	1
COA7	1
COA8	1
COL3A1	1
COQ5	1
COQ6	1
COQ8A	1
COX11	1
COX4I1	1
CP	1
CPLX1	1
CPT1B	1
CRADD	1
CRAT	1
CRELD1	1
CROT	1
CRPPA	1
CRY1	1
CSF1R	1
CWF19L1	1
CYC1	1
D2HGDH	1
DAG1	1
DBT	1
DDX28	1
DENND5A	1
DHCR24	1
DHDDS	1
DHODH	1
DIAPH1	1
DIP2C	1
DLST	1
DMRTA2	1
DNA2	1
DNAJC11	1
DNAJC30	1
DNM1	1
DPAGT1	1
DPM1	1
DTYMK	1
DUS2	1
DYRK1A	1
ECH1	1
ECI1	1
ECSIT	1
EEF1A2	1
EFHD1	1
EFTUD2	1
EIF2S3	1
EIF3F	1
EMC1	1
ENDOG	1
EPHX2	1
EPM2A	1
ERAL1	1
ETFB	1
ETFDH	1
EXOSC3	1
FA2H	1
FABP1	1
FAM185A	1
FAM210A	1
FARS2	1
FBXW7	1
FCSK	1
FGF12	1
FIG4	1
FKRP	1
FPGS	1
FUCA1	1
FXN	1
GABRA4	1
GABRB1	1
GABRB3	1
GABRD	1
GABRG2	1
GAD1	1
GALNT2	1
GATC	1
GCDH	1
GDAP1	1
GLI3	1
GLUL	1
GLYAT	1
GNAO1	1
GOSR2	1
GPAM	1
GPAT2	1
GRHPR	1
GRIA2	1
GRIA3	1
GRN	1
GRSF1	1
GSTZ1	1
GTF3C3	1
HACE1	1
HADH	1
HADHB	1
HAO2	1
HAX1	1
HCFC1	1
HDHD3	1
HDHD5	1
HEXB	1
HIBADH	1
HK1	1
HMGCL	1
HNRNPU	1
HOGA1	1
HRAS	1
HSPD1	1
HTATIP2	1
IBA57	1
IDH3A	1
IDH3B	1
IFI27	1
INTS11	1
ITGB4	1
JARID2	1
JMJD1C	1
KAT6A	1
KATNB1	1
KCNA6	1
KCNB1	1
KCNB2	1
KCND1	1
KCNH5	1
KCNQ5	1
KCNT1	1
KCNT2	1
KCTD3	1
KDM2A	1
KICS2	1
KIF5B	1
KIF5C	1
KMO	1
KMT2A	1
KPTN	1
LAP3	1
LETMD1	1
LGI1	1
LIAS	1
LMX1B	1
LONP1	1
LRBA	1
LRPPRC	1
LYRM4	1
MACROD1	1
MAST3	1
MAST4	1
MAVS	1
MCCC2	1
MCEE	1
MCUB	1
MDH2	1
ME2	1
MECP2	1
MED23	1
METTL15	1
MFF	1
MGME1	1
MICU1	1
MIEF2	1
MIPEP	1
MMAA	1
MMAB	1
MMADHC	1
MOCS1	1
MPC1	1
MPC2	1
MRM3	1
MRPL11	1
MRPL14	1
MRPL22	1
MRPL32	1
MRPL35	1
MRPL36	1
MRPL37	1
MRPL54	1
MRPL58	1
MRPS21	1
MRPS30	1
MRPS35	1
MRPS9	1
MRS2	1
MT-ATP6	1
MT-CO3	1
MT-ND4L	1
MTARC1	1
MTCH1	1
MTERF1	1
MTFMT	1
MTFP1	1
MTHFD1L	1
MTRF1	1
NAGS	1
NAXD	1
NBEA	1
NBR1	1
NCKAP1	1
NDUFA6	1
NDUFA8	1
NDUFAF2	1
NDUFAF6	1
NDUFB7	1
NDUFS4	1
NDUFS7	1
NDUFV2	1
NFU1	1
NHLRC1	1
NNT	1
NPRL3	1
NRROS	1
NRXN1	1
NSDHL	1
NSF	1
NSRP1	1
NSUN2	1
NSUN4	1
NT5M	1
NTRK2	1
OAT	1
OGG1	1
OSGEPL1	1
OTUD6B	1
OXSM	1
PACS1	1
PAK1	1
PANK2	1
PCDH19	1
PDE12	1
PDK4	1
PEX2	1
PHF21A	1
PHGDH	1
PHYH	1
PIGC	1
PIGM	1
PIGO	1
PIGU	1
PIK3CA	1
PIP5K1C	1
PLSCR3	1
PLXNA1	1
PMPCB	1
POLG	1
POMGNT2	1
PPFIBP1	1
PPIF	1
PPIL1	1
PPP2R5C	1
PRDX3	1
PRDX5	1
PRELID1	1
PREPL	1
PRRT2	1
PRUNE1	1
PSAT1	1
PTPMT1	1
PXMP2	1
PXMP4	1
PYCR1	1
QDPR	1
RANBP2	1
RARS2	1
RCC1L	1
RFT1	1
RHOBTB2	1
RMDN1	1
RMND1	1
RNASEH1	1
RNF13	1
RORB	1
RPUSD3	1
SAMD12	1
SATB2	1
SCARB2	1
SCN2A	1
SDHAF1	1
SDHB	1
SEMA6B	1
SEPSECS	1
SHANK3	1
SIRT5	1
SIX3	1
SLC16A2	1
SLC19A3	1
SLC1A2	1
SLC1A4	1
SLC25A10	1
SLC25A12	1
SLC25A15	1
SLC25A21	1
SLC25A23	1
SLC25A25	1
SLC25A27	1
SLC25A31	1
SLC25A38	1
SLC25A43	1
SLC25A45	1
SLC25A52	1
SLC8B1	1
SMARCE1	1
SMIM8	1
SND1	1
SNIP1	1
SOD2	1
SPG7	1
SPTLC2	1
SQOR	1
STAG1	1
STAMBP	1
STEEP1	1
STX1A	1
SUCLA2	1
SUMF1	1
SUOX	1
SYN1	1
SYNJ2BP	1
TAF1C	1
TAF8	1
TANC2	1
TBC1D2B	1
TBCK	1
TBX19	1
TFE3	1
TIMM44	1
TLK2	1
TMEM143	1
TMEM63B	1
TNK2	1
TOMM5	1
TOP1MT	1
TPK1	1
TRAK1	1
TRAP1	1
TRAPPC10	1
TREX1	1
TRIP12	1
TRMT10C	1
TRRAP	1
TSC1	1
TSC2	1
TSPO	1
TTC5	1
TUBB2A	1
TUBB4A	1
TUBG1	1
TXNRD2	1
