sample_id	run_id	assay_type	run_classification	assay_metadata_status	run_notes	pipeline_version	status	machine_id	config_path	git_commit	config_hash	reference_genome	reference_fasta_hash_or_size	execution_profile
HG002	run_2026_04_17_082417	WGS	legacy_semitelemetry_checkpoint_run	pre_assay_metadata_contract	HG002 legacy MARK execution: stages 01-06 ran as an early continuous pipeline, while stages 07-13 were progressively checkpoint-completed during VAP development after VEP environment repair. Git/config provenance spans multiple commits/config states.	v1.0	checkpoint_completed	VandPyMolGPUResearch	config/config.mark.local.yaml	multiple_commits_checkpoint_development	multiple_configs_checkpoint_development	GRCh38	3151425851	full_pipeline_plus_checkpoint_recovery
HG002	run_2026_05_13_060859	WGS	hg002_full_telemetry	pre_assay_metadata_contract	HG002 telemetry-enabled rerun before explicit WGS/WES assay-type semantic enforcement.	v1.0	completed	VandPyMolGPUResearch	config/config.mark.baseline.yaml	845f0cafea347dd25fe38cbf46e01e773cae8500	3da15337570da06a457eb31ace220910ce09957f08cd13588e3bd9ef437bb9e8	GRCh38	3151425851	mark_baseline_phase1a
HG002	run_2026_06_03_010030	WGS	benchmark_wgs	available	hg002_wgs_benchmark	v1.0	completed	VandPyMolGPUResearch	config/config.mark.hg002.sidecar_metrics.yaml	a3f41791738dbb2bc6b1621ba0acfbcf84b12be4	6abdb39476d3e1845aa2a3bdbcb583d2d7265fe55dda61366bb6e018e2f0c20f	GRCh38	3151425851	mark_hg002_sidecar_metrics_auto_render_test
