sample_id	run_id	assay_type	run_classification	assay_metadata_status	run_notes	pipeline_version	status	machine_id	config_path	git_commit	config_hash	reference_genome	reference_fasta_hash_or_size	execution_profile
ERR10619208	run_2026_05_30_151355	WES	median	available	epilepsy_wes_cross_run_cohort	v1.0	completed	VandPyMolGPUResearch	config/config.mark.err10619208.sidecar_metrics.yaml	ffe9820c1431ba66eb19aadbe465addeefc08a58	82e563b17c150ed1b36ac479d54b4d4f5b2b686a65549129cde517e7d1e4b8c0	GRCh38	3151425851	mark_err10619208_sidecar_metrics_auto_render_test
