gene_symbol	n_variants
LAMC3	15
SYNE1	15
ASPM	12
DNAH14	12
KMT2C	12
COL4A2	11
MACF1	11
PIGN	11
ACSF3	10
LAMA2	10
PCLO	10
SLC25A5	10
COL4A1	9
HTT	9
PDPR	9
RYR3	9
CENPF	8
LSS	8
LYST	8
MCPH1	8
METTL4	8
SETBP1	8
TRPM3	8
CDK5RAP2	7
CNTNAP2	7
DMXL2	7
ECHDC3	7
HCN2	7
MT-ND5	7
NSD1	7
PCDH12	7
POLQ	7
RELN	7
RTTN	7
SON	7
VARS2	7
WDR62	7
ACACB	6
ADCY10	6
ANK3	6
CEP89	6
CHD5	6
CTU2	6
CYP11B2	6
DCHS1	6
DHTKD1	6
DYNC2H1	6
FASN	6
GALC	6
GFM2	6
HERC2	6
MRPL39	6
MTNAP1	6
RERE	6
UNC13A	6
AFG2B	5
ALDH1B1	5
ALDH4A1	5
ASTN1	5
ATP13A2	5
CACNA1I	5
CHCHD10	5
DMGDH	5
GABBR2	5
HIVEP2	5
IRF2BPL	5
MAST3	5
MT-CO1	5
MT-CYB	5
MTFR1	5
MTOR	5
MTRF1L	5
MYT1L	5
NPC1	5
PEX6	5
SAMM50	5
SARDH	5
SEPTIN4	5
SPATA20	5
TRAK1	5
UNC79	5
AARS2	4
ACCS	4
ACSL1	4
ACSM2A	4
ADAR	4
AGXT2	4
ALPL	4
ANKRD17	4
BAZ2B	4
BLTP1	4
BSN	4
CACNA1A	4
CACNA1C	4
CAMK2A	4
CBR3	4
CCDC88C	4
CELSR1	4
CHD1	4
CHD2	4
CHRNA4	4
COL3A1	4
COQ3	4
CTSF	4
DYNC1H1	4
EARS2	4
EPG5	4
ERMARD	4
FGFR3	4
GOT2	4
GPAM	4
GRIN2B	4
JMJD1C	4
KATNB1	4
LARS2	4
MORC2	4
MRPS9	4
MT-ND2	4
MT-ND4	4
MYG1	4
NALCN	4
NEU4	4
NSUN4	4
OGDH	4
PDE2A	4
PIGQ	4
PIK3C2B	4
