sample_id	run_id	assay_type	run_classification	assay_metadata_status	run_notes	pipeline_version	status	machine_id	config_path	git_commit	config_hash	reference_genome	reference_fasta_hash_or_size	execution_profile
ERR10619300	run_2026_05_14_164444	WES	saudi_same_patch_baseline	corrected_wes_label	First corrected ERR10619300 post-patch run.	v1.0	completed	VandPyMolGPUResearch	config/config.mark.err10619300.baseline.yaml	e90c05dc26d73805816df01b79651286553797c0	f121aeff8f56295361cb533e1f15887367bc3b2aa585aadc0d22bf857c9d2fb3	GRCh38	3151425851	mark_err10619300_baseline_phase1a_extension
ERR10619300	run_2026_05_15_063040	WES	saudi_same_patch_rerun	corrected_wes_label	Same-patch ERR10619300 reproducibility rerun.	v1.0	completed	VandPyMolGPUResearch	config/config.mark.err10619300.baseline.yaml	0fc40ca44d2a8ba86414a8d292cae4facdf118ca	f121aeff8f56295361cb533e1f15887367bc3b2aa585aadc0d22bf857c9d2fb3	GRCh38	3151425851	mark_err10619300_baseline_phase1a_extension
