sample_id	run_id	assay_type	run_classification	interpretation_domain	summary_axis	consequence_label	count
ERR10619225	run_2026_05_31_091242	WES	q3	coding	frequency_class	common	24686
ERR10619225	run_2026_05_31_091242	WES	q3	coding	frequency_class	low_frequency	1415
ERR10619225	run_2026_05_31_091242	WES	q3	coding	frequency_class	missing	298
ERR10619225	run_2026_05_31_091242	WES	q3	coding	frequency_class	rare	1421
ERR10619225	run_2026_05_31_091242	WES	q3	coding	frequency_class	unknown	0
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	frequency_class	common	632676
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	frequency_class	low_frequency	30645
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	frequency_class	missing	26948
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	frequency_class	rare	39546
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	frequency_class	unknown	0
ERR10619225	run_2026_05_31_091242	WES	q3	coding	interpretation_label	coding_common_or_low_support	26185
ERR10619225	run_2026_05_31_091242	WES	q3	coding	interpretation_label	coding_uninterpretable	470
ERR10619225	run_2026_05_31_091242	WES	q3	coding	interpretation_label	lof_or_missense_rare	1163
ERR10619225	run_2026_05_31_091242	WES	q3	coding	interpretation_label	lof_rare_clinically_supported	2
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	interpretation_label	noncoding_common_or_low_support	577169
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	interpretation_label	noncoding_uninterpretable	127194
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	interpretation_label	regulatory_or_transcript_rare	25452
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	interpretation_label	regulatory_rare_supported	0
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	context	intergenic	114529
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	context	intronic	333359
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	context	proximal	109302
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	context	regulatory	0
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	context	transcript_associated	159960
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	context	unknown	12665
ERR10619225	run_2026_05_31_091242	WES	q3	coding	variant_function	loss_of_function	537
ERR10619225	run_2026_05_31_091242	WES	q3	coding	variant_function	missense	11928
ERR10619225	run_2026_05_31_091242	WES	q3	coding	variant_function	other_coding	422
ERR10619225	run_2026_05_31_091242	WES	q3	coding	variant_function	splice_relevant	2612
ERR10619225	run_2026_05_31_091242	WES	q3	coding	variant_function	synonymous	12321
ERR10619225	run_2026_05_31_091242	WES	q3	coding	variant_function	unknown	0
ERR10619225	run_2026_05_31_091242	WES	q3	coding	clinical_status	benign	7004
ERR10619225	run_2026_05_31_091242	WES	q3	coding	clinical_status	conflicting	52
ERR10619225	run_2026_05_31_091242	WES	q3	coding	clinical_status	likely_benign	791
ERR10619225	run_2026_05_31_091242	WES	q3	coding	clinical_status	likely_pathogenic	20
ERR10619225	run_2026_05_31_091242	WES	q3	coding	clinical_status	missing	19689
ERR10619225	run_2026_05_31_091242	WES	q3	coding	clinical_status	pathogenic	18
ERR10619225	run_2026_05_31_091242	WES	q3	coding	clinical_status	vus	246
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	clinical_status	benign	26586
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	clinical_status	conflicting	15
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	clinical_status	likely_benign	1419
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	clinical_status	likely_pathogenic	8
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	clinical_status	missing	701585
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	clinical_status	pathogenic	12
ERR10619225	run_2026_05_31_091242	WES	q3	noncoding	clinical_status	vus	190
