sample_id	run_id	assay_type	run_classification	gene_id	gene_symbol	gene_burden_rank	variant_count	overlay_source	overlay_source_count	overlay_source_list	mitocarta_hit	epi25_hit	match_key
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000100150	DEPDC5	610	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000050030	NEXMIF	893	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000103148	NPRL3	356	1	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000144285	SCN1A	1004	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000099365	STX1B	1063	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000197283	SYNGAP1	194	2	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000196998	WDR45	1134	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000109576	AADAT	439	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000124608	AARS2	34	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000008311	AASS	208	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000183044	ABAT	440	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000154258	ABCA9	35	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000135776	ABCB10	441	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000115657	ABCB6	79	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000131269	ABCB7	442	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000197150	ABCB8	443	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000101986	ABCD1	444	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000173208	ABCD2	445	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000117528	ABCD3	209	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000144827	ABHD10	446	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000106077	ABHD11	447	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000060971	ACAA1	80	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000167315	ACAA2	448	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000275176|ENSG00000278540	ACACA	449	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000076555	ACACB	2	10	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619203	run_2026_05_30_071639	WES	full_pipeline	ENSG00000111271	ACAD10	81	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
