sample_id	run_id	assay_type	run_classification	gene_id	gene_symbol	gene_burden_rank	variant_count	overlay_source	overlay_source_count	overlay_source_list	mitocarta_hit	epi25_hit	match_key
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000100150	DEPDC5	275	1	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000050030	NEXMIF	888	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000103148	NPRL3	375	1	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000144285	SCN1A	90	3	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000099365	STX1B	1062	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000197283	SYNGAP1	198	2	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000196998	WDR45	1136	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000109576	AADAT	207	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000124608	AARS2	44	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000008311	AASS	449	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000183044	ABAT	45	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000154258	ABCA9	208	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000135776	ABCB10	209	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000115657	ABCB6	210	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000131269	ABCB7	101	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000197150	ABCB8	46	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000101986	ABCD1	450	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000173208	ABCD2	451	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000117528	ABCD3	211	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000144827	ABHD10	452	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000106077	ABHD11	212	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000060971	ACAA1	213	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000167315	ACAA2	453	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000275176|ENSG00000278540	ACACA	454	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000076555	ACACB	7	8	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000111271	ACAD10	455	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000240303	ACAD11	214	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000151498	ACAD8	456	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000177646	ACAD9	215	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000115361	ACADL	457	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000117054	ACADM	47	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000122971	ACADS	102	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000196177	ACADSB	216	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000072778	ACADVL	458	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000075239	ACAT1	217	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000110455	ACCS	103	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000131473	ACLY	218	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000100412	ACO2	219	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000102794	ACOD1	459	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000162390	ACOT11	220	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000112304	ACOT13	460	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000119673	ACOT2	104	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000097021	ACOT7	461	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000123130	ACOT9	462	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000162836	ACP6	48	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000167107	ACSF2	463	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000176715	ACSF3	1	10	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000151726	ACSL1	105	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000164398	ACSL6	464	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000166743	ACSM1	49	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000183747	ACSM2A	11	6	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000066813	ACSM2B	50	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000005187	ACSM3	465	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000215009	ACSM4	221	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000183549	ACSM5	2	10	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000154930	ACSS1	222	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000111058	ACSS3	223	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000063761	ADCK1	466	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000133597	ADCK2	467	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000173137|ENSG00000285451	ADCK5	468	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000143199	ADCY10	19	5	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000147576	ADHFE1	224	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000135537	AFG1L	469	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000141385	AFG3L2	106	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000006530|ENSG00000262327	AGK	470	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000116771	AGMAT	30	4	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000026652	AGPAT4	225	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000155189|ENSG00000284980	AGPAT5	471	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000172482	AGXT	226	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000113492	AGXT2	20	5	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000168710	AHCYL1	472	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000156709	AIFM1	227	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000042286	AIFM2	473	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000183773	AIFM3	228	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000004455	AK2	474	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000147853	AK3	475	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000162433	AK4	476	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000121057	AKAP1	107	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000108599	AKAP10	477	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000198074	AKR1B10	51	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000053371	AKR7A2	229	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000023330	ALAS1	230	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000158578	ALAS2	478	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000059573	ALDH18A1	479	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000137124	ALDH1B1	52	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000144908	ALDH1L1	21	5	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000136010	ALDH1L2	108	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000111275	ALDH2	480	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000072210	ALDH3A2	231	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000159423	ALDH4A1	31	4	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000112294	ALDH5A1	53	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000119711	ALDH6A1	481	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000164904	ALDH7A1	232	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000143149	ALDH9A1	233	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000100601	ALKBH1	109	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000125652	ALKBH7	482	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000242110	AMACR	32	4	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000145020	AMT	483	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000174606	ANGEL2	484	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000103254	ANTKMT	110	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000100823	APEX1	485	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000184831	APOO	486	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000155008	APOOL	487	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000004059	ARF5	488	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000081181	ARG2	489	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000213465	ARL2	234	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000170632|ENSG00000282813	ARMC10	490	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000126947	ARMCX1	491	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000184867	ARMCX2	235	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000102401	ARMCX3	492	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000198960	ARMCX6	493	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000138138|ENSG00000283024	ATAD1	494	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000197785	ATAD3A	236	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000160072	ATAD3B	8	8	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000166896|ENSG00000262145	ATP23	495	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000152234	ATP5F1A	237	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000110955	ATP5F1B	496	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000165629	ATP5F1C	497	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000099624	ATP5F1D	498	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000124172	ATP5F1E	499	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000130770|ENSG00000285390	ATP5IF1	500	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000159199	ATP5MC1	501	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000135390	ATP5MC2	502	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000154518	ATP5MC3	503	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000173915	ATP5MD	504	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000169020	ATP5ME	505	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000241468	ATP5MF	506	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000248919	ATP5MF-PTCD1	507	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000167283	ATP5MG	508	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000156411	ATP5MPL	238	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000116459	ATP5PB	509	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000167863	ATP5PD	510	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000154723	ATP5PF	511	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000241837	ATP5PO	111	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000123472	ATPAF1	512	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000171953	ATPAF2	513	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619285	run_2026_06_02_124300	WES	full_pipeline	ENSG00000150756	ATPSCKMT	239	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
