sample_id	run_id	stage	elapsed_seconds	status	start_time	end_time
ERR10619207	run_2026_06_01_124134	stage_01_load_data	0	success	2026-06-01T12:41:34+00:00	2026-06-01T12:41:34+00:00
ERR10619207	run_2026_06_01_124134	stage_02_align_data	5201	success	2026-06-01T12:41:34+00:00	2026-06-01T14:08:15+00:00
ERR10619207	run_2026_06_01_124134	stage_03_process_bam	253	success	2026-06-01T14:08:15+00:00	2026-06-01T14:12:28+00:00
ERR10619207	run_2026_06_01_124134	stage_04_qc_aligned_reads	46	success	2026-06-01T14:12:28+00:00	2026-06-01T14:13:14+00:00
ERR10619207	run_2026_06_01_124134	stage_05_call_variants	9340	success	2026-06-01T14:13:14+00:00	2026-06-01T16:48:54+00:00
ERR10619207	run_2026_06_01_124134	stage_06_normalize_vcf	16	success	2026-06-01T16:48:54+00:00	2026-06-01T16:49:10+00:00
ERR10619207	run_2026_06_01_124134	stage_07_annotate_variants	1096	success	2026-06-01T16:49:11+00:00	2026-06-01T17:07:27+00:00
ERR10619207	run_2026_06_01_124134	stage_08_filter_and_partition	82	success	2026-06-01T17:07:30+00:00	2026-06-01T17:08:52+00:00
ERR10619207	run_2026_06_01_124134	stage_09_interpret_coding	1	success	2026-06-01T17:09:01+00:00	2026-06-01T17:09:02+00:00
ERR10619207	run_2026_06_01_124134	stage_10_interpret_noncoding	25	success	2026-06-01T17:09:04+00:00	2026-06-01T17:09:29+00:00
ERR10619207	run_2026_06_01_124134	stage_11_prioritize_variants	21	success	2026-06-01T17:10:14+00:00	2026-06-01T17:10:35+00:00
ERR10619207	run_2026_06_01_124134	stage_12_validate_variants	22	success	2026-06-01T17:10:40+00:00	2026-06-01T17:11:02+00:00
ERR10619207	run_2026_06_01_124134	stage_13_write_summary	0	success	2026-06-01T17:11:07+00:00	2026-06-01T17:11:07+00:00
