sample_id	run_id	assay_type	run_classification	interpretation_domain	summary_axis	consequence_label	count
ERR10619285	run_2026_06_02_124300	WES	median	coding	frequency_class	common	24125
ERR10619285	run_2026_06_02_124300	WES	median	coding	frequency_class	low_frequency	1236
ERR10619285	run_2026_06_02_124300	WES	median	coding	frequency_class	missing	225
ERR10619285	run_2026_06_02_124300	WES	median	coding	frequency_class	rare	1336
ERR10619285	run_2026_06_02_124300	WES	median	coding	frequency_class	unknown	0
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	frequency_class	common	664708
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	frequency_class	low_frequency	31962
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	frequency_class	missing	27012
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	frequency_class	rare	44455
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	frequency_class	unknown	0
ERR10619285	run_2026_06_02_124300	WES	median	coding	interpretation_label	coding_common_or_low_support	25340
ERR10619285	run_2026_06_02_124300	WES	median	coding	interpretation_label	coding_uninterpretable	492
ERR10619285	run_2026_06_02_124300	WES	median	coding	interpretation_label	lof_or_missense_rare	1089
ERR10619285	run_2026_06_02_124300	WES	median	coding	interpretation_label	lof_rare_clinically_supported	1
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	interpretation_label	noncoding_common_or_low_support	602411
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	interpretation_label	noncoding_uninterpretable	137547
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	interpretation_label	regulatory_or_transcript_rare	28179
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	interpretation_label	regulatory_rare_supported	0
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	context	intergenic	124926
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	context	intronic	343127
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	context	proximal	115936
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	context	regulatory	0
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	context	transcript_associated	171527
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	context	unknown	12621
ERR10619285	run_2026_06_02_124300	WES	median	coding	variant_function	loss_of_function	504
ERR10619285	run_2026_06_02_124300	WES	median	coding	variant_function	missense	11613
ERR10619285	run_2026_06_02_124300	WES	median	coding	variant_function	other_coding	391
ERR10619285	run_2026_06_02_124300	WES	median	coding	variant_function	splice_relevant	2600
ERR10619285	run_2026_06_02_124300	WES	median	coding	variant_function	synonymous	11814
ERR10619285	run_2026_06_02_124300	WES	median	coding	variant_function	unknown	0
ERR10619285	run_2026_06_02_124300	WES	median	coding	clinical_status	benign	6832
ERR10619285	run_2026_06_02_124300	WES	median	coding	clinical_status	conflicting	39
ERR10619285	run_2026_06_02_124300	WES	median	coding	clinical_status	likely_benign	752
ERR10619285	run_2026_06_02_124300	WES	median	coding	clinical_status	likely_pathogenic	15
ERR10619285	run_2026_06_02_124300	WES	median	coding	clinical_status	missing	19038
ERR10619285	run_2026_06_02_124300	WES	median	coding	clinical_status	pathogenic	18
ERR10619285	run_2026_06_02_124300	WES	median	coding	clinical_status	vus	228
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	clinical_status	benign	24907
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	clinical_status	conflicting	15
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	clinical_status	likely_benign	1296
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	clinical_status	likely_pathogenic	5
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	clinical_status	missing	741698
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	clinical_status	pathogenic	13
ERR10619285	run_2026_06_02_124300	WES	median	noncoding	clinical_status	vus	203
