sample_id	run_id	assay_type	run_classification	interpretation_domain	summary_axis	consequence_label	count
ERR10619212	run_2026_05_30_214724	WES	q1	coding	frequency_class	common	24046
ERR10619212	run_2026_05_30_214724	WES	q1	coding	frequency_class	low_frequency	1298
ERR10619212	run_2026_05_30_214724	WES	q1	coding	frequency_class	missing	282
ERR10619212	run_2026_05_30_214724	WES	q1	coding	frequency_class	rare	1523
ERR10619212	run_2026_05_30_214724	WES	q1	coding	frequency_class	unknown	0
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	frequency_class	common	761368
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	frequency_class	low_frequency	35425
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	frequency_class	missing	32192
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	frequency_class	rare	49383
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	frequency_class	unknown	0
ERR10619212	run_2026_05_30_214724	WES	q1	coding	interpretation_label	coding_common_or_low_support	25500
ERR10619212	run_2026_05_30_214724	WES	q1	coding	interpretation_label	coding_uninterpretable	507
ERR10619212	run_2026_05_30_214724	WES	q1	coding	interpretation_label	lof_or_missense_rare	1141
ERR10619212	run_2026_05_30_214724	WES	q1	coding	interpretation_label	lof_rare_clinically_supported	1
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	interpretation_label	noncoding_common_or_low_support	690908
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	interpretation_label	noncoding_uninterpretable	156602
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	interpretation_label	regulatory_or_transcript_rare	30858
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	interpretation_label	regulatory_rare_supported	0
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	context	intergenic	141962
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	context	intronic	393230
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	context	proximal	133134
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	context	regulatory	0
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	context	transcript_associated	195402
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	context	unknown	14640
ERR10619212	run_2026_05_30_214724	WES	q1	coding	variant_function	loss_of_function	539
ERR10619212	run_2026_05_30_214724	WES	q1	coding	variant_function	missense	11603
ERR10619212	run_2026_05_30_214724	WES	q1	coding	variant_function	other_coding	397
ERR10619212	run_2026_05_30_214724	WES	q1	coding	variant_function	splice_relevant	2664
ERR10619212	run_2026_05_30_214724	WES	q1	coding	variant_function	synonymous	11946
ERR10619212	run_2026_05_30_214724	WES	q1	coding	variant_function	unknown	0
ERR10619212	run_2026_05_30_214724	WES	q1	coding	clinical_status	benign	6748
ERR10619212	run_2026_05_30_214724	WES	q1	coding	clinical_status	conflicting	60
ERR10619212	run_2026_05_30_214724	WES	q1	coding	clinical_status	likely_benign	831
ERR10619212	run_2026_05_30_214724	WES	q1	coding	clinical_status	likely_pathogenic	18
ERR10619212	run_2026_05_30_214724	WES	q1	coding	clinical_status	missing	19232
ERR10619212	run_2026_05_30_214724	WES	q1	coding	clinical_status	pathogenic	19
ERR10619212	run_2026_05_30_214724	WES	q1	coding	clinical_status	vus	241
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	clinical_status	benign	27126
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	clinical_status	conflicting	12
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	clinical_status	likely_benign	1390
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	clinical_status	likely_pathogenic	5
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	clinical_status	missing	849585
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	clinical_status	pathogenic	16
ERR10619212	run_2026_05_30_214724	WES	q1	noncoding	clinical_status	vus	234
