gene_symbol	n_variants
SYNE1	14
ASPM	12
COL4A2	12
DNAH14	12
SLC25A5	12
ACSF3	10
GALC	10
KMT2C	10
LAMC3	10
PDPR	10
VARS2	10
HERC2	9
ANK2	8
DYNC2H1	8
HTT	8
LYST	8
MCPH1	8
ACACB	7
ATP13A2	7
CACNA1A	7
CENPF	7
CNTNAP2	7
COL4A1	7
ECHDC3	7
PCDH12	7
PCLO	7
RHOT2	7
RYR3	7
TRPM3	7
ADCY10	6
AGMAT	6
CELSR1	6
DHTKD1	6
DMXL2	6
EP400	6
KMT2B	6
LAMA2	6
MTNAP1	6
NPC1	6
PTPN23	6
SON	6
VPS13A	6
ALDH1L1	5
ATAD3B	5
BSN	5
CACNA1E	5
CACNA1I	5
CASP9	5
CEP89	5
CHD5	5
COL3A1	5
CUX2	5
DYNC1H1	5
HCFC1	5
HIVEP2	5
IRF2BPL	5
MACF1	5
MRPL39	5
MTOR	5
MTR	5
PITRM1	5
POLR1A	5
RELN	5
RERE	5
SPTBN4	5
TRAPPC12	5
UNC13A	5
WDR62	5
ZNF142	5
ADAR	4
AGXT2	4
ANKRD17	4
AP1G1	4
ASAH1	4
CACNA1B	4
CAMK2B	4
CHD1	4
CHD2	4
CHDH	4
COG6	4
CTSF	4
CYP11B2	4
CYP24A1	4
DNA2	4
DROSHA	4
EARS2	4
EPG5	4
GOT2	4
GRIN2B	4
HECTD1	4
JMJD1C	4
KAT6A	4
LSS	4
MAST1	4
MCM3AP	4
MMUT	4
MYCBP2	4
MYG1	4
NALCN	4
NCKAP1	4
PEX6	4
PRPF8	4
RAI1	4
RBL2	4
RTTN	4
SACS	4
SPTAN1	4
SYNGAP1	4
SZT2	4
TIAM1	4
TIMM44	4
TSEN54	4
UNC79	4
ZNF335	4
AARS2	3
ABAT	3
ABCA2	3
ABCC9	3
ACOT2	3
ACSM2B	3
ACSS1	3
ACTG1	3
ADAT3	3
ADGRG1	3
ALDH1B1	3
ALDH4A1	3
ASTN1	3
ATP2B2	3
ATP6V0A2	3
BLTP1	3
CA5B	3
CACNA1C	3
CACNA2D1	3
CAMK2A	3
CARS2	3
CBR3	3
CCDC88C	3
