sample_id	run_id	priority_tier	count
ERR10619212	run_2026_05_30_214724	tier_1_high_confidence_candidate	1
ERR10619212	run_2026_05_30_214724	tier_2_moderate_candidate	31999
ERR10619212	run_2026_05_30_214724	tier_3_low_support_or_common	716408
ERR10619212	run_2026_05_30_214724	tier_4_uninterpretable_or_qc_limited	157109
