gene_symbol	n_variants
SYNE1	18
DNAH14	17
LAMC3	15
SLC25A5	15
ASPM	12
COL4A2	12
PITRM1	12
PCLO	11
KMT2C	10
MCPH1	10
ACSF3	9
HTT	9
RYR3	9
ACACB	8
DMXL2	8
DYNC2H1	8
ECHDC3	8
MTCH2	8
PCDH12	8
ATP13A2	7
DCHS1	7
EP400	7
GALC	7
POLQ	7
RAI1	7
SON	7
AGMAT	6
BSN	6
CENPF	6
CTU2	6
DHTKD1	6
DIP2C	6
KIF1A	6
LARS2	6
MACF1	6
MAST3	6
MRPL39	6
MTNAP1	6
PDPR	6
SACS	6
SURF1	6
TRAPPC12	6
ALDH4A1	5
ANK2	5
ANK3	5
ASTN1	5
CACNA1A	5
CACNA1B	5
CASP9	5
CELSR1	5
CNTNAP2	5
COL4A1	5
DMGDH	5
HCFC1	5
HERC2	5
IRF2BPL	5
KMT2D	5
LAMA2	5
LSS	5
NEU4	5
PIK3C2B	5
POLR1A	5
PTPN23	5
RELN	5
SARDH	5
SEPTIN4	5
SPATA20	5
SPTBN4	5
SZT2	5
TRPM3	5
TXNRD2	5
UNC80	5
ABCA2	4
ADAR	4
ANKRD17	4
APC2	4
C3ORF33	4
CACNA2D1	4
CBR3	4
CHD2	4
CHD4	4
CHD5	4
CHDH	4
CHRNA4	4
CNTNAP1	4
COL18A1	4
CPS1	4
CTSF	4
CYP11B2	4
CYP24A1	4
D2HGDH	4
EARS2	4
EHMT1	4
GOT2	4
GPAM	4
GRM7	4
HCN2	4
JMJD1C	4
MT-ND5	4
MYG1	4
NRDC	4
PEX6	4
PIGN	4
PLCB1	4
PRIMA1	4
RERE	4
RTTN	4
SAMM50	4
SDR39U1	4
SETD1B	4
SPTAN1	4
TBCD	4
TBCK	4
TMEM63B	4
TOP1MT	4
TRIO	4
TSEN54	4
UNC13A	4
UNC79	4
AARS2	3
ABAT	3
ABCC9	3
ACSL1	3
ADCY10	3
ADGRG1	3
AFF3	3
AGXT2	3
ALDH1B1	3
ARID1B	3
ATP2B2	3
ATP6V0A2	3
BCL2A1	3
BLTP1	3
CACNA1C	3
CACNA1I	3
CARS2	3
CCDC88C	3
CDK5RAP2	3
CEP89	3
CHCHD10	3
COL3A1	3
COQ2	3
COQ3	3
COX10	3
CTSD	3
CUX2	3
DGLUCY	3
DLST	3
DNAJA3	3
ECHS1	3
ELAC2	3
EMC1	3
EPG5	3
FA2H	3
FASN	3
FASTKD1	3
FDFT1	3
GABBR2	3
GABRB1	3
GM2A	3
GNB5	3
GRIN2B	3
GRIN2D	3
HIVEP2	3
ISCU	3
KCNA1	3
KCNJ11	3
KDM4B	3
MADD	3
MAP1B	3
MAST4	3
ME3	3
MECR	3
MED17	3
MORC2	3
MRPL45	3
MRPL9	3
MRPS27	3
MT-CO1	3
MT-CYB	3
MTFR1	3
MTIF2	3
MTOR	3
MTR	3
MYCBP2	3
NALCN	3
NAXE	3
NDST1	3
NDUFAF1	3
NDUFV3	3
NSD1	3
PDE2A	3
PGS1	3
PINK1	3
PLXNC1	3
PNPT1	3
POLRMT	3
POU3F3	3
PPA2	3
RECQL4	3
RHOT2	3
RSAD1	3
RSF1	3
SCN10A	3
SCN1A	3
SCN8A	3
SDHA	3
SF3B1	3
SFXN4	3
SLC25A48	3
SLC2A1	3
SLC30A9	3
SLC5A6	3
SPTBN1	3
SRCAP	3
SUGCT	3
TFB2M	3
TMEM177	3
TMEM70	3
TRAK1	3
TSPYL1	3
TUBGCP2	3
TXNRD1	3
UBR5	3
VARS1	3
VARS2	3
WDR62	3
ZNF142	3
ABCB6	2
ACO2	2
ACOT2	2
ACP6	2
ACSM2B	2
ACSS1	2
ACTG1	2
ADAT3	2
ADCK5	2
AFDN	2
AFG2A	2
AFG3L2	2
AHDC1	2
AKAP1	2
AKAP10	2
ALDH1L2	2
ALKBH8	2
ALPL	2
AMACR	2
AMT	2
ANKRD11	2
ANO4	2
AP1G1	2
ATN1	2
ATP1A2	2
ATP23	2
ATP5PO	2
ATPSCKMT	2
B3GALNT2	2
BAZ2B	2
BCAS3	2
BCL11A	2
BCO2	2
BCS1L	2
BPTF	2
BRAT1	2
CACNA1G	2
CAMK2B	2
CBR4	2
CCDC186	2
CCT6A	2
CDK13	2
CDK5RAP1	2
CELF2	2
CEP85L	2
CERT1	2
CHPT1	2
CMPK2	2
COASY	2
COG4	2
COMT	2
COX4I1	2
CP	2
CPOX	2
CPT1B	2
CREBBP	2
CRLS1	2
CRYZ	2
CSF1R	2
DAG1	2
DDX39B	2
DMAC1	2
DNA2	2
DNAJC15	2
DNMT3A	2
DPM1	2
DPYD	2
ECH1	2
ECM1	2
EED	2
EIF3F	2
ERMARD	2
FAHD1	2
FAM185A	2
