gene_symbol	n_variants
NA	14828
DUX4L19	191
DUX4L17	146
DUX4L18	146
DUX4L16	114
LINC01667	76
FRG2C	60
Y_RNA	53
LINC01320	50
ROCK1P1	39
SLC9B1P1	37
PRSS3P1	34
CASC15	30
LINC01473	27
NRXN1-DT	26
MUC6	23
DPY19L1P1	21
GTF2IRD1P1	21
MIR4300HG	21
MUC3A	21
PABPC1P5	21
DNM1P47	20
FAM27C	20
FRG1JP	19
MIR924HG	19
DUX4L34	18
DUX4L4	18
LINC00595	18
MIR3681HG	18
SGO1-AS1	18
SPRY4-AS1	18
FAM230C	17
HLA-H	17
LINC01572	17
LINC03142	17
PRANCR	17
CDRT15P10	16
LINC01435	16
LINC01754	16
LINC02208	16
LINC03000	16
LINC03036	16
METAZOA_SRP	16
PTH2R	16
BAGE2	15
HULC	15
LINC00511	15
LINC01091	15
LINC01337	15
LINC03006	15
RBFOX1	15
SOX2-OT	15
LILRB1	14
LILRB2	14
LINC01483	14
LINC01807	14
LINC02113	14
LINC02646	14
LIPE-AS1	14
MCPH1-DT	14
MDC1	14
MUC16	14
YWHAEP7	14
BHLHE40-AS1	13
DUX4L31	13
EGLN3	13
GOLGA8IP	13
LINC00877	13
LINC01546	13
LINC01725	13
LINC02055	13
LINC02148	13
LINC02240	13
LNC-LBCS	13
MAP4K3-DT	13
PKN2-AS1	13
PVT1	13
RABGEF1P1	13
SDHAP1	13
TRBV6-6	13
DMGDH	12
FRG1BP	12
LINC00299	12
LINC00882	12
LINC01418	12
LINC01492	12
LINC01500	12
LINC02422	12
MIR4307HG	12
MUC4	12
NBPF25P	12
PCAT1	12
TLE1-DT	12
TSC22D1-AS1	12
TUBB8B	12
TWSG1-DT	12
ADAM7-AS1	11
BASP1-AS1	11
CDC27P1	11
CRAT37	11
CTBP2P1	11
DDHD1-DT	11
DIRC3	11
FMNL1-DT	11
FRG1HP	11
FTX	11
HLA-DRB1	11
IGHV1-69	11
INTS4P1	11
JUN-DT	11
KRT18P68	11
LINC00871	11
LINC01090	11
LINC01828	11
LINC02006	11
LINC02147	11
MIR3667HG	11
NIP7P1	11
OSMR-DT	11
PWRN1	11
RHPN2P1	11
TUBB7P	11
ANKRD36BP2	10
CFAP20DC-DT	10
DAB1	10
DTX2P1	10
GTF2I-AS1	10
IFNA16	10
IGHV3-20	10
KRT42P	10
LINC00504	10
LINC00578	10
LINC00865	10
LINC01060	10
LINC01122	10
LINC01163	10
LINC01476	10
LINC01588	10
LINC02021	10
LINC02306	10
LINC02934	10
LITATS1	10
PLCL1	10
POLR2J4	10
RFLNA	10
RUNX1	10
SEPTIN7P3	10
TENM3-AS1	10
TNKS1BP1	10
UBE2H-DT	10
ZFPM2	10
ACTR3-AS1	9
ADPRM	9
AHNAK2	9
ARFGEF1-DT	9
ASAP3	9
CCDC26	9
CICP26	9
CTDP1-DT	9
DLEU1	9
DUX4	9
ERRFI1-DT	9
HCG20	9
HLA-C	9
HLA-DQA1	9
IL12A-AS1	9
KCNS3	9
KIR2DP1	9
LINC00273	9
LINC00581	9
LINC00907	9
LINC01010	9
LINC01505	9
LINC01749	9
LINC02043	9
LINC02223	9
LINC02253	9
LINC02323	9
LINC02449	9
LINC02755	9
LINC02780	9
MAD2L1-DT	9
MFSD14CP	9
MIR646HG	9
MYSM1	9
PDXDC2P-NPIPB14P	9
POT1-AS1	9
PSMD7-DT	9
PTCHD1-AS	9
PTPRB-AS1	9
RBBP8-AS1	9
RBM25-AS1	9
RPLP0P2	9
RRN3P2	9
SDHAP3	9
TJP1	9
ADAMTS9-AS2	8
ATP8B1-AS1	8
CCNY-AS1	8
CDC42EP3-AS1	8
CGB5	8
CMAHP	8
COX10-DT	8
DEFB123	8
DISC1FP1	8
EBI3	8
EEF1A1-AS1	8
FRG2	8
IGHV3OR15-7	8
IL12B-AS1	8
LINC-PINT	8
LINC00243	8
LINC00412	8
LINC01151	8
LINC01205	8
LINC01250	8
LINC01285	8
LINC01301	8
LINC01524	8
LINC01811	8
LINC02183	8
LINC02196	8
LINC02300	8
LINC02336	8
LINC02490	8
LINC02492	8
