gene_symbol	n_variants
CENPF	26
DNAH14	21
COL4A2	17
PSPH	17
KMT2C	14
SLC25A5	13
MACF1	12
ASPM	11
SYNE1	11
ACSF3	10
MCPH1	10
PIGN	10
DYNC2H1	9
ECHDC3	9
LAMC3	9
LYST	9
PCDH12	9
RYR3	9
APC2	8
HCN2	8
ACSM5	7
ATP13A2	7
CACNA1A	7
CACNA1B	7
COL4A1	7
EP400	7
GALC	7
HERC2	7
HTT	7
PCLO	7
POLQ	7
PRPF8	7
PTPN23	7
RAI1	7
SON	7
TRPM3	7
TSEN54	7
ACACB	6
AGXT2	6
ALDH4A1	6
ATAD3A	6
CCDC88C	6
CELSR1	6
DCHS1	6
DHTKD1	6
GCSH	6
GRM7	6
IRF2BPL	6
NPC1	6
PDPR	6
PIGG	6
PITRM1	6
SCN10A	6
TOP1MT	6
TRIO	6
ADAR	5
ANK2	5
ANKRD17	5
ASTN1	5
ATP2B2	5
BRAT1	5
CACNA1I	5
CHD4	5
DIP2C	5
DMXL2	5
FGFR3	5
GFM2	5
IFIH1	5
LARS2	5
LSS	5
MLC1	5
MRPL39	5
MTOR	5
MTRF1L	5
PEX6	5
SPATA20	5
TRAPPC12	5
TRPM6	5
TXNRD2	5
UNC79	5
VARS2	5
VPS13A	5
ZNF335	5
ABCC9	4
ACSL1	4
ADCY10	4
AFDN	4
ALG13	4
AMACR	4
ANK3	4
ANKRD11	4
ASAH1	4
ATAD3B	4
BAZ2B	4
CHD2	4
CNTNAP2	4
COG6	4
COQ3	4
CTSF	4
CTU2	4
CYP11B2	4
DROSHA	4
DYNC1H1	4
EARS2	4
FASN	4
FRYL	4
GLDC	4
GOT2	4
GPAM	4
GRIN1	4
GTPBP10	4
HACE1	4
HECTD1	4
HECW2	4
HK1	4
KCNH1	4
MADD	4
MCM3AP	4
MED13L	4
MT-CYB	4
MYG1	4
NEU4	4
NRDC	4
NSUN4	4
OGDHL	4
PAK2	4
PLCB1	4
RBL2	4
RELN	4
RERE	4
SAMM50	4
SCN8A	4
SDR39U1	4
SPHKAP	4
SPTAN1	4
SPTBN1	4
SUCLG2	4
SZT2	4
TBCD	4
TMEM177	4
UNC80	4
AARS2	3
ABAT	3
ABCA9	3
ACSM2A	3
ADGRG1	3
AFF3	3
AGMAT	3
AGXT	3
AHDC1	3
AKR1B10	3
ALDH1B1	3
ASXL2	3
ATP6V0A2	3
BCL2A1	3
BPTF	3
CA5B	3
CACNA2D1	3
CAD	3
CAMTA1	3
CASP9	3
CBR3	3
CHD5	3
CHRNA4	3
COMT	3
COQ2	3
CPS1	3
DMGDH	3
DNAJA3	3
DNM1L	3
DPYD	3
ECHS1	3
ECI2	3
EML1	3
EPG5	3
GLI3	3
GLYCTK	3
GRIN2B	3
GRIN2D	3
HAO2	3
HEXA	3
JMJD1C	3
KCNJ11	3
KCNQ2	3
KCNT1	3
KDM4B	3
LAMA2	3
LIPT2	3
LMBRD2	3
MAP1B	3
MARCHF6	3
MAST1	3
MCUR1	3
MMUT	3
MORC2	3
MRPL37	3
MRPL45	3
MRPS34	3
MTFR1	3
NARS2	3
NAXE	3
NSD1	3
OMA1	3
PDHX	3
PGM2L1	3
PIDD1	3
PIK3C2B	3
POLRMT	3
RHOT2	3
RMND1	3
RTTN	3
SCN1A	3
SCN3A	3
SEPTIN4	3
SETD1B	3
SF3B1	3
SLC30A9	3
SLC39A8	3
SLC45A1	3
SPTBN4	3
SYNJ1	3
TFB2M	3
THEM5	3
TIAM1	3
TRAK1	3
TRAP1	3
TRAPPC10	3
TSPYL1	3
TXNRD1	3
U2AF2	3
UNC13A	3
YME1L1	3
ZNF142	3
ACACA	2
ACADS	2
ACCS	2
ACLY	2
ACO2	2
ACOT11	2
ACOT2	2
ACP6	2
ACSM1	2
ACSM2B	2
ACSM4	2
ADAT3	2
ADCK2	2
ADCK5	2
AFG2B	2
AFG3L2	2
AKAP10	2
ALDH1L2	2
ALKBH1	2
ALKBH8	2
AMPD2	2
ANTKMT	2
AP1G1	2
AP3D1	2
ARF3	2
ARFGEF2	2
ASXL3	2
ATN1	2
ATP1A1	2
ATP23	2
B3GALNT2	2
BCAS3	2
BCO2	2
BSN	2
C8ORF82	2
CACNA1C	2
CACNA1D	2
CACNA1E	2
CAMK2A	2
CBR4	2
CC2D2A	2
CCDC90B	2
CDK5RAP1	2
CDK5RAP2	2
CELF2	2
CEP85L	2
CEP89	2
CHCHD10	2
CHDH	2
CHPT1	2
CLN5	2
CLYBL	2
CNTNAP1	2
COA6	2
COASY	2
COG4	2
COL18A1	2
COL3A1	2
CP	2
CPT1A	2
CRYZ	2
CSF1R	2
CUL3	2
CWF19L1	2
CYP11B1	2
DDC	2
DDX39B	2
DEAF1	2
DEPDC5	2
DIAPH1	2
DLST	2
DMAC1	2
DMRTA2	2
DNAJC6	2
EEF1A2	2
EIF3F	2
EXD2	2
FA2H	2
FAM210B	2
FASTKD1	2
FASTKD3	2
FDFT1	2
FDX2	2
FECH	2
FIG4	2
FLVCR1	2
FRA10AC1	2
GABBR2	2
GABRA2	2
GABRA4	2
GABRB1	2
GALNT2	2
GARS1	2
GATB	2
GATM	2
GFM1	2
GLB1	2
GLYAT	2
GM2A	2
GPD2	2
GPSM2	2
GRHPR	2
GRIN2A	2
GSR	2
GTPBP3	2
GUF1	2
HADHB	2
HDHD5	2
HEXB	2
HIBCH	2
HID1	2
HIVEP2	2
HLCS	2
HSD17B4	2
HSPA9	2
HSPD1	2
JARID2	2
KANSL1	2
KARS1	2
KAT8	2
KCNA1	2
KCNA6	2
KCNB2	2
KIF1A	2
KIF5C	2
L2HGDH	2
LACTB	2
LDHB	2
LETM1	2
LIPT1	2
LRPPRC	2
LYPLAL1	2
MANBA	2
MAOA	2
MCCC1	2
MCCD1	2
MCUB	2
ME3	2
MECR	2
MED17	2
METTL4	2
MFF	2
MGARP	2
MRPL18	2
MRPL30	2
MRPL52	2
MRPL9	2
MT-ND5	2
MTHFR	2
MTIF2	2
MTR	2
MYCBP2	2
MYO19	2
MYT1L	2
NAGLU	2
NALCN	2
NDST1	2
NDUFAF1	2
NDUFAF4	2
NDUFAF6	2
NDUFC2	2
NDUFS4	2
NDUFV2	2
NDUFV3	2
NF1	2
NHLRC1	2
NLN	2
NLRX1	2
NNT	2
NOVA2	2
NUDT6	2
NUP214	2
OSBPL1A	2
OSGEP	2
OTC	2
OXNAD1	2
PACS1	2
PAH	2
PARL	2
PDE2A	2
PGS1	2
PHF21A	2
PIGB	2
PIGC	2
