sample_id	run_id	stage	elapsed_seconds	status	start_time	end_time
ERR10619230	run_2026_06_01_004903	stage_01_load_data	0	success	2026-06-01T00:49:03+00:00	2026-06-01T00:49:03+00:00
ERR10619230	run_2026_06_01_004903	stage_02_align_data	5180	success	2026-06-01T00:49:03+00:00	2026-06-01T02:15:23+00:00
ERR10619230	run_2026_06_01_004903	stage_03_process_bam	251	success	2026-06-01T02:15:23+00:00	2026-06-01T02:19:34+00:00
ERR10619230	run_2026_06_01_004903	stage_04_qc_aligned_reads	43	success	2026-06-01T02:19:34+00:00	2026-06-01T02:20:17+00:00
ERR10619230	run_2026_06_01_004903	stage_05_call_variants	8906	success	2026-06-01T02:20:17+00:00	2026-06-01T04:48:43+00:00
ERR10619230	run_2026_06_01_004903	stage_06_normalize_vcf	17	success	2026-06-01T04:48:43+00:00	2026-06-01T04:49:00+00:00
ERR10619230	run_2026_06_01_004903	stage_07_annotate_variants	1054	success	2026-06-01T04:49:00+00:00	2026-06-01T05:06:34+00:00
ERR10619230	run_2026_06_01_004903	stage_08_filter_and_partition	84	success	2026-06-01T05:06:37+00:00	2026-06-01T05:08:01+00:00
ERR10619230	run_2026_06_01_004903	stage_09_interpret_coding	1	success	2026-06-01T05:08:11+00:00	2026-06-01T05:08:12+00:00
ERR10619230	run_2026_06_01_004903	stage_10_interpret_noncoding	26	success	2026-06-01T05:08:13+00:00	2026-06-01T05:08:39+00:00
ERR10619230	run_2026_06_01_004903	stage_11_prioritize_variants	22	success	2026-06-01T05:09:26+00:00	2026-06-01T05:09:48+00:00
ERR10619230	run_2026_06_01_004903	stage_12_validate_variants	23	success	2026-06-01T05:09:53+00:00	2026-06-01T05:10:16+00:00
ERR10619230	run_2026_06_01_004903	stage_13_write_summary	0	success	2026-06-01T05:10:21+00:00	2026-06-01T05:10:21+00:00
