sample_id	run_id	stage	elapsed_seconds	status	start_time	end_time
ERR10619309	run_2026_06_02_181024	stage_01_load_data	0	success	2026-06-02T18:10:24+00:00	2026-06-02T18:10:24+00:00
ERR10619309	run_2026_06_02_181024	stage_02_align_data	7868	success	2026-06-02T18:10:24+00:00	2026-06-02T20:21:32+00:00
ERR10619309	run_2026_06_02_181024	stage_03_process_bam	409	success	2026-06-02T20:21:32+00:00	2026-06-02T20:28:21+00:00
ERR10619309	run_2026_06_02_181024	stage_04_qc_aligned_reads	63	success	2026-06-02T20:28:21+00:00	2026-06-02T20:29:24+00:00
ERR10619309	run_2026_06_02_181024	stage_05_call_variants	12522	success	2026-06-02T20:29:24+00:00	2026-06-02T23:58:06+00:00
ERR10619309	run_2026_06_02_181024	stage_06_normalize_vcf	19	success	2026-06-02T23:58:07+00:00	2026-06-02T23:58:26+00:00
ERR10619309	run_2026_06_02_181024	stage_07_annotate_variants	1335	success	2026-06-02T23:58:27+00:00	2026-06-03T00:20:42+00:00
ERR10619309	run_2026_06_02_181024	stage_08_filter_and_partition	106	success	2026-06-03T00:20:45+00:00	2026-06-03T00:22:31+00:00
ERR10619309	run_2026_06_02_181024	stage_09_interpret_coding	1	success	2026-06-03T00:22:43+00:00	2026-06-03T00:22:44+00:00
ERR10619309	run_2026_06_02_181024	stage_10_interpret_noncoding	32	success	2026-06-03T00:22:45+00:00	2026-06-03T00:23:17+00:00
ERR10619309	run_2026_06_02_181024	stage_11_prioritize_variants	28	success	2026-06-03T00:24:16+00:00	2026-06-03T00:24:44+00:00
ERR10619309	run_2026_06_02_181024	stage_12_validate_variants	30	success	2026-06-03T00:24:50+00:00	2026-06-03T00:25:20+00:00
ERR10619309	run_2026_06_02_181024	stage_13_write_summary	0	success	2026-06-03T00:25:27+00:00	2026-06-03T00:25:27+00:00
