gene_symbol	n_variants
NO_GENE_SYMBOL	140622
RBFOX1	970
CSMD1	933
MUC3A	603
PTPRN2	547
Y_RNA	543
LRP1B	486
CNTNAP2	474
PRKN	446
HLA-DRB1	442
5_8S_RRNA	435
CDH13	427
WWOX	421
FRMD4A	410
KAZN	397
SORCS2	396
DPP6	390
RYR2	388
PTPRD	379
MUC16	361
FHIT	360
FCGBP	352
SHANK2	341
HLA-DQB1	339
MACROD2	336
PKD1L2	332
SNX29	329
CAMTA1	319
RPTOR	312
EYS	310
KMT2C	310
DLGAP2	307
PDZD2	307
FRAS1	303
ULK4	300
LINC01320	299
GALNT17	297
PCDH15	297
CDH4	296
TSPEAR	292
CTNNA3	289
RYR3	289
RBFOX3	283
MAP2K3	280
TRAPPC9	280
MAGI2	278
NRXN3	278
CNTN4	276
SBF2	276
TAFA5	276
KIF26B	273
CAMK1D	272
SMYD3	272
ASTN2	270
NAALADL2	270
ADARB2	269
DLG2	266
HLA-DRB5	263
CASC15	261
INSR	260
RHPN2P1	258
CALN1	256
SGCZ	255
SPAG16	255
ROBO2	254
CACNA1A	253
TMEM132D	252
STPG2	251
NAV2	248
DYNC2H1	247
COL4A2	246
CNTN5	245
DNAH17	244
PLCG2	243
ABR	241
ZNF717	240
GALNTL6	239
HPSE2	239
MYO3B	239
PTPRG	238
GPC5	237
PARP4	237
CUX1	236
PIEZO2	236
ABCC4	235
DLGAP1	232
ATP8A2	230
DOCK3	230
AXDND1	228
LSAMP	228
TIAM2	228
VAV2	228
AUTS2	227
SDK2	227
CCSER1	226
MAGI1	226
ANKRD36C	225
FGD4	224
MCPH1	224
LINC02055	223
MAD1L1	222
SYNE1	221
DCC	220
GSE1	220
PTPRT	220
DNAH12	219
FOXN3	218
PRKG1	218
SYNE2	218
CSMD2	217
KSR2	217
LINC01667	217
PSD3	217
RUNX1	215
SLC39A11	215
NELL1	214
SYN3	214
DAB1	213
MTUS2	213
DLC1	211
COL23A1	210
RAP1GAP2	210
DSCAM	209
GRM7	208
AGBL4	206
AKAP13	206
CEP112	206
EXOC4	206
HIP1	206
CDH23	205
EGLN3	205
ALK	204
CSMD3	204
DOCK1	203
PLCB1	202
TACC2	202
ZFHX3	202
COL26A1	201
COL5A1	201
FRG2C	201
MYH14	201
DPP10	199
DNAH5	198
HLA-C	198
KCNIP4	198
NRG1	197
PRKCA	197
PTPRM	197
THSD7B	197
ADGRV1	196
TYW1B	196
AGAP1	195
LINGO2	195
LRRC4C	195
MYO10	195
PDE11A	193
ANKRD36	192
GRID2	192
HLA-A	192
MALRD1	192
CACNA2D3	190
CCDC171	190
DNAH9	190
AGBL1	189
BAGE2	189
DUX4L37	189
HLA-DQA1	189
SDK1	189
MYO5B	188
PRSS2	188
RGS7	188
STX8	188
CCDC57	187
DNAH11	187
COL24A1	186
ERBB4	186
ERC2	186
NXN	185
ARHGEF18	184
FMN2	184
GNG7	184
HLA-F-AS1	183
COL25A1	182
FANCD2	182
ANKS1B	181
LINC02934	181
DSCAML1	180
KDM4C	180
MYO3A	180
NBPF1	180
ANO3	179
KANK1	179
KIAA1217	179
LARGE1	179
MYO16	179
LTBP1	178
MTA3	178
DENND5B	177
MUC4	177
PRKAG2	177
RGS6	177
ADAMTSL1	176
GAS7	176
LINC03036	176
PABPC1P5	176
ATRNL1	175
DIP2C	175
KIR2DL1	175
RAD51B	175
CACNA1C	174
MACF1	174
CDH18	173
HLA-DRB6	173
NCOR2	173
NRXN1	173
SORCS1	173
SUMF1	173
MCF2L	172
RABGAP1L	172
TENM2	172
UTRN	172
CDKAL1	171
KIR2DL3	171
SNTG1	171
PKHD1	170
CACNB2	169
CCDC7	169
HLA-B	169
ATP2C2	168
COL22A1	168
CTNNA2	168
DMD	168
FRMD4B	168
IQSEC1	168
PDE4D	168
SPATA13	168
ADAMTS2	167
BNC2	167
DNAAF9	167
RBMS3	167
ABCC1	166
FBN3	166
NAV3	166
PCSK5	166
CHLSN	165
ELMO1	165
IQGAP2	165
NKAIN2	165
TENM4	165
ADAMTS17	164
ARHGEF10	164
CADM2	164
TIAM1	164
VWF	164
DOCK8	163
GPC6	163
PATJ	163
PRDM16	163
RASA3	163
THSD4	163
BCAS3	162
CTNND2	162
LRBA	162
PLD5	162
TENM3	162
TMEM135	162
TRPM3	162
TSPAN9	162
USP34	162
AFF3	161
CFDP1	161
ITPR1	161
LRP2	161
MGAM	161
MYO18B	161
PTPRS	161
SVIL	161
TG	161
UBBP4	161
ABAT	160
ADAM12	160
TLN2	160
EDARADD	159
EIPR1	159
NRXN1-DT	159
RORA	159
MIR4300HG	158
RERE	158
RPH3AL	158
TYW1	158
UNC13C	158
EVI5	157
NEB	157
PARD3B	157
SASH1	157
VGLL4	157
FARP1	156
LAMA5	156
PDE10A	156
FNBP1	155
INPP5D	155
LHPP	155
BICD1	154
HULC	154
PDXDC2P-NPIPB14P	154
PPP2R2C	154
PRKCB	154
ADGRD1	153
ADK	153
GLIS3	153
RANBP17	153
SNTG2	153
ZNF385D	153
CPAMD8	152
ENTREP2	152
LINC02449	152
PXDNL	152
RIMBP2	152
WDR70	152
CLASP1	151
INPP4B	151
KIRREL3	151
MUC6	151
MYO9B	151
PDE1C	151
RASGEF1B	151
SIPA1L3	151
TSBP1	151
UBR3	151
AP2A2	150
ERC1	150
FAM135B	150
LPP	150
PARP4P2	150
SCFD2	150
DOP1B	149
GALNT9	149
HERC1	149
NEDD4L	149
SEPTIN9	149
SUGCT	149
GRIK4	148
NUBPL	148
USP2-AS1	148
DEPTOR	147
MEGF11	147
DYSF	146
PALM2AKAP2	146
PI4KA	146
PKD1L3	146
FRG1HP	145
PARD3	145
TBC1D22A	144
DNAH8	143
GRIP1	143
LINC00960	143
MEGF6	143
NBEA	143
RHPN2	143
CPNE4	142
HIVEP3	142
MMP26	142
MYOF	142
NBAS	142
XYLT1	142
COL13A1	141
FRG1BP	141
MUC20-OT1	141
CDH12	140
CNTLN	140
FAM230C	140
PLB1	140
SLCO1B3	140
XIRP2	140
ACER3	139
ADCY9	139
CARMIL1	139
DGKB	139
GANC	139
MICU1	139
MUC12	139
NUP205	139
ROBO1	139
TMEM132C	139
FLT3	138
GLG1	138
HECW1	138
KIR3DL1	138
SLIT3	138
ANAPC1	137
CROCCP2	137
GRID1	137
LUZP2	137
ZFYVE28	137
ZNF675	137
ADGRL3	136
ARL15	136
FAM13A	136
KCNQ5	136
LHFPL3	136
PRUNE2	136
ADAMTSL3	135
BANK1	135
BPTF	135
CFAP61	135
HDAC4	135
KIF1B	135
PRKCE	135
TBCD	135
USH2A	135
CUBN	134
DMRT1	134
LINC02018	134
MCPH1-DT	134
NCAM2	134
FOXP1	133
HLA-H	133
HMCN2	133
HSPG2	133
LDLRAD4	133
PCCA	133
SCAPER	133
SPOCK1	133
TNRC18	133
TRPC6	133
TTC7B	133
UBAP2	133
ASIC2	132
OSBPL10	132
SHISA9	132
VPS53	132
ATG7	131
DOCK9	131
ITPR3	131
LINC01060	131
LINC03138	131
RPS6KA2	131
CLIP2	130
COL4A3	130
LRMDA	130
MTUS1	130
MYPN	130
PCDH9	130
PFKP	130
SEMA5A	130
TPO	130
ANKRD44	129
APP	129
CDC42BPA	129
NFIC	129
PRSS1	129
RSRC1	129
SLC7A7	129
CNTN6	128
COL18A1	128
DOCK5	128
KCNQ1	128
KCNT1	128
MDGA2	128
SLC2A14	128
SOX5	128
ZBTB46	128
CNBD1	127
HS3ST4	127
LINC00871	127
NRG3	127
PIEZO1	127
PREX1	127
TMEM132B	127
TXNRD1	127
WDFY4	127
ARHGAP26	126
ITIH5	126
MCC	126
PITPNC1	126
TULP4	126
DOCK2	125
ITGAE	125
MEIOB	125
OCA2	125
OPCML	125
OTOGL	125
PLXDC2	125
RARB	125
RELN	125
RPSA2	125
SGO1-AS1	125
BDP1	124
FSTL5	124
JMJD1C	124
LAMA1	124
NEBL	124
NRCAM	124
PTPRQ	124
ABLIM2	123
ACYP2	123
C12ORF56	123
CHD9	123
FARS2	123
GABBR2	123
ITGA8	123
KLHL29	123
PREX2	123
PRSS3	123
PTK2	123
RFLNA	123
WWP2	123
APBB2	122
ATP8B1	122
CTNNA1	122
GABRG3	122
GPLD1	122
GRK5	122
LAMA2	122
LINC00973	122
LRRTM4	122
MYO1E	122
NME7	122
NSD1	122
PALLD	122
PLXNA4	122
PTH2R	122
SGCD	122
SRPK2	122
TNS1	122
CAMKMT	121
KALRN	121
MSH3	121
NLGN1	121
SH3D19	121
TPCN2	121
UNC79	121
ATP10A	120
LMCD1-AS1	120
SPNS3	120
TANC1	120
TJP2	120
TMEM117	120
A2ML1	119
ARHGAP42	119
ARHGEF3	119
KCNJ12	119
LAMC3	119
LRRK2	119
MIR3681HG	119
PACRG	119
RABGEF1	119
SGCG	119
STAB2	119
TTC3	119
CCDC26	118
COL4A1	118
EYA2	118
LNC-LBCS	118
MAP3K13	118
MARK3	118
MBD5	118
NTM	118
SH3RF3	118
SLC35F2	118
STIM1	118
TGFBR3	118
TNS3	118
BBS9	117
GLI2	117
GMDS	117
RASGEF1C	117
STXBP5L	117
SYNJ2	117
ZFPM2	117
ADAMTS12	116
CLCN7	116
CRACD	116
DPF3	116
HHAT	116
JPH3	116
MTHFD1L	116
NGEF	116
NOS1	116
PLEKHA5	116
PPP1R13B	116
SLC38A9	116
SLC9B1P3	116
SVOPL	116
VPS13B	116
CADPS2	115
CELA3B	115
CFAP74	115
COMMD10	115
DHX37	115
EPB41	115
EPIC1	115
GABRB3	115
GRM8	115
HECW2	115
JAKMIP3	115
KIF13A	115
MPP7	115
MYO1D	115
PCNT	115
POT1-AS1	115
SUPT3H	115
TLK1	115
TNRC6B	115
ZMAT4	115
DLX2-DT	114
EPRS1	114
FMN1	114
GLIS1	114
MIA2	114
MYH9	114
NTN1	114
PVT1	114
SPTLC2	114
TAOK1	114
ADAMTS7	113
AFAP1	113
ANKRD27	113
ARHGAP24	113
CNTNAP5	113
CRYBG1	113
DIP2B	113
DNAH14	113
MYO15B	113
SLC30A9	113
SLC4A4	113
SLIT1	113
ST3GAL3	113
WDR7	113
ATP9A	112
DUX4L33	112
GRAMD1B	112
GRAMD4	112
KCNMA1	112
METAZOA_SRP	112
PBRM1	112
PDE4B	112
PRKAR1B	112
PTPN14	112
SBNO1	112
UGGT1	112
VAT1L	112
BICC1	111
BICRA	111
HEATR1	111
IL12A-AS1	111
ITPR2	111
MSI2	111
PDPR	111
PDSS2	111
SLC24A4	111
TNIK	111
TRIO	111
TTC28	111
ZZEF1	111
ATE1	110
ATP11A	110
CADPS	110
CDH3	110
FER1L6	110
KCNH1	110
MDN1	110
NALCN	110
NBPF26	110
PIGN	110
PKD1L1	110
TSNARE1	110
ATP9B	109
ATXN1	109
CCDC85C	109
CRYL1	109
FLNB	109
GSG1L	109
LINC01517	109
NALF1	109
NF1	109
NLRC5	109
PALD1	109
PCBP3	109
RADIL	109
SLC9B1P4	109
ZBTB7C	109
AKAP9	108
ANKFN1	108
CACNA1E	108
CCDC102B	108
DPY19L1P1	108
MAML2	108
NEGR1	108
PIKFYVE	108
SEMA3A	108
AKAP6	107
BABAM2	107
CAST	107
CLSTN2	107
CNOT10	107
CSGALNACT1	107
DTNB	107
EML1	107
FMNL2	107
LINC00511	107
LOXL2	107
MIR99AHG	107
PWRN1	107
SMOC2	107
STK10	107
TNKS	107
TRDN	107
TUBB8B	107
ABCA12	106
AMPH	106
CCBE1	106
CNR2	106
DHTKD1	106
EIF4G3	106
ENOX1	106
EPB41L4A	106
FBLN1	106
LINC00882	106
PDGFRL	106
PKN2-AS1	106
SEMA3E	106
SPINK5	106
STK32C	106
ABLIM1	105
CNOT1	105
CRISPLD2	105
LAPTM4B	105
LINC01470	105
LINC01500	105
LINC02109	105
LINC02182	105
MIPOL1	105
MYRIP	105
RNF220	105
TBC1D5	105
VPS13A	105
ABI3BP	104
ANKRD31	104
CATSPERB	104
CELSR1	104
CFAP54	104
COX10-DT	104
CREB5	104
DGKI	104
DST	104
DYNLRB2-AS1	104
FBRSL1	104
GRIN2B	104
HS6ST3	104
MIR646HG	104
NUP210	104
PDE9A	104
STK32B	104
STOX2	104
ABCA1	103
ABCC6	103
B3GALT1	103
C3	103
CACNA2D1	103
CLYBL	103
CRTC3	103
F11-AS1	103
GUSBP5	103
IGF1R	103
LINC-PINT	103
LINC00595	103
LINC00877	103
METTL22	103
NKAIN3	103
RNF213	103
RNF216	103
SLC17A5	103
SLC9C1	103
TESHL	103
VSTM2B-DT	103
ANK1	102
AOPEP	102
ARHGAP22	102
BAZ2B	102
DOCK7	102
EPHB1	102
FHAD1	102
LDLRAD3	102
LINC01036	102
LINC02240	102
MAFIP	102
MARCHF1	102
MSRA	102
NCKAP5	102
NTRK3	102
RBM20	102
USP20	102
WASHC2A	102
WWC1	102
AVEN	101
BCR	101
CDK14	101
CEP128	101
GRIN2A	101
HSPA12A	101
KIR3DL2	101
LARP1B	101
LINC01435	101
LIPC	101
MGAT4C	101
PLCH1	101
SAMD3	101
TRPM1	101
TTC6	101
TTLL5	101
BMPR1B	100
BTBD9	100
CNIH3	100
CTBP2P1	100
DNER	100
LINC02177	100
MAML3	100
MGC4859	100
PHACTR1	100
SPMIP2	100
TRAK1	100
TULP3	100
UBE2E2	100
AEBP2	99
ALG1L2	99
ANO2	99
FNDC3B	99
FRMD3	99
GPR107	99
LRP5	99
OR3A2	99
PDE1A	99
PRKCZ	99
SOS2	99
TMEM44	99
TPTE	99
TTC34	99
ANKRD26	98
CAPZB	98
COL4A4	98
DLEU1	98
DNAH3	98
DOK6	98
ERICH1	98
FAT3	98
FRY	98
HERC2P3	98
LINC01250	98
PLCL1	98
RIMS2	98
SH3PXD2A	98
SLC44A5	98
SMARCC1	98
SRGAP1	98
ZFAT	98
ACSF3	97
CLEC16A	97
COL27A1	97
COP1	97
EFCAB13	97
ELAPOR1	97
FAM66A	97
KLF12	97
LINC02006	97
MIR3667HG	97
MYO1H	97
PDE2A	97
PRSS3P1	97
SETX	97
SIL1	97
ABCA13	96
ALG8	96
CFAP46	96
COL14A1	96
DGKG	96
DUX4L17	96
FGF12	96
LAMA3	96
LGALS8	96
LIMCH1	96
LINC01524	96
NADSYN1	96
NBEAL1	96
NOTCH3	96
NPLOC4	96
OTUD7A	96
PPEF2	96
RASGRF2	96
SCHIP1	96
SERINC5	96
SMCHD1	96
TAFA1	96
ARSB	95
CACNA1D	95
COL21A1	95
FAM107B	95
FANK1	95
GAK	95
IDO2	95
LHFPL2	95
LINC01090	95
LINC01418	95
MYO5A	95
NPAS3	95
PADI4	95
PHLDB2	95
PLEC	95
PLEKHA7	95
PRDM15	95
PSME4	95
SARDH	95
SDHAP1	95
SLC12A7	95
SLC28A1	95
SLC2A9	95
SPEF2	95
ST6GALNAC3	95
SVEP1	95
TTC27	95
UMAD1	95
WDR59	95
ADGRB3	94
ADGRE1	94
ALDH1A2	94
ASAP1	94
C10ORF90	94
CACNA1B	94
CCDC148	94
KNDC1	94
LINC02646	94
MAST4	94
MICAL2	94
MYH10	94
PADI2	94
PAQR5	94
RASSF3	94
SCD5	94
SLC9A9	94
SPTAN1	94
SRGAP3	94
TMC5	94
TTC7A	94
ADCK1	93
AHNAK2	93
ARHGAP8	93
ATP10B	93
B4GALNT3	93
CACNB4	93
CEP192	93
CERS3	93
CNTNAP3B	93
DNAH6	93
DUX4L16	93
EVC	93
FREM1	93
GNAQ	93
HDAC9	93
MUC17	93
NR5A2	93
PACSIN2	93
SCUBE1	93
SHISA6	93
SIK3	93
SLC35F4	93
SMG6	93
TBC1D4	93
TRIM5	93
UBR1	93
USP8	93
ADAMTS16	92
ADAMTS18	92
ALMS1	92
BAIAP2	92
BANP	92
CARS2	92
CELF2	92
DDHD1-DT	92
DOCK4	92
DUX4L18	92
FRMD5	92
HMCN1	92
MERTK	92
MKLN1	92
MROH1	92
MUC5AC	92
NFIA	92
PCSK2	92
PCSK6	92
RAB31	92
SIPA1L2	92
SLC35F3	92
TMTC2	92
TNRC6A	92
VAV1	92
VAV3	92
WNK1	92
ZNF423	92
ZNF804B	92
ABCB5	91
ANKRD11	91
BIRC6	91
CHST11	91
COL5A3	91
DDX12B	91
EPHB2	91
GALNT18	91
GLDC	91
HLCS	91
MROH5	91
MYOM2	91
OLFM2	91
POLE	91
RYR1	91
SLC45A4	91
TAFA2	91
TEK	91
TMEM63C	91
UST	91
ABTB3	90
AKAP12	90
ARHGAP44	90
ATP2B2	90
CLIP1	90
DAPK1	90
EMCN	90
FAM184B	90
GNAL	90
KCNS3	90
LINC02306	90
LINC02422	90
LRRFIP1	90
MAD2L1-DT	90
MAPK10	90
NEDD4	90
SLC12A8	90
SORBS1	90
UNC13A	90
ASCC3	89
ATP2B4	89
ATXN3	89
CFAP44	89
DCHS2	89
DENND4C	89
EHMT1	89
EXT1	89
FBXL18	89
GON4L	89
GREB1	89
IGSF21	89
MAST2	89
MCTP1	89
MEAK7	89
MROH8	89
MUC20	89
PLA2G4C	89
PPP4R2	89
PRICKLE2	89
PRPSAP2	89
SAXO1	89
SLC24A3	89
SV2C	89
UBASH3B	89
ZNF138	89
ADGRE2	88
ALPK2	88
ANO1	88
AP1S3	88
ARHGEF28	88
ATM	88
BAIAP2L1	88
CELF4	88
DDX11	88
EPB41L5	88
FAM27C	88
FLT4	88
GNG4	88
ITCH	88
KDM2B	88
KIR2DS4	88
LINC00598	88
LRP6	88
MAN1A1	88
NVL	88
OSBPL5	88
RBM47	88
SLC9A3	88
SPECC1	88
SPTBN4	88
SVOP	88
TMC1	88
ARHGAP28	87
ARHGEF4	87
CCSER2	87
CPEB3	87
DGLUCY	87
DMXL2	87
EML6	87
FGGY	87
GPR158	87
HEATR5B	87
KDM4B	87
LINC02580	87
LIPE-AS1	87
MAP2K5	87
MGAT5	87
MGMT	87
MYO9A	87
NBPF8	87
NFATC1	87
PEPD	87
PIP5K1B	87
PITPNM3	87
SGK1	87
SGSM1	87
SNRPN	87
SUFU	87
ZNF438	87
ZNF578	87
AGRN	86
ANK3	86
AQR	86
BAZ1A	86
CDYL	86
CENPU	86
CLVS1	86
DGKH	86
ESRP1	86
HPCAL1	86
HSDL2	86
IQGAP3	86
KCNAB1	86
LINC00578	86
NTAQ1	86
PDE3A	86
PGM5P2	86
PTPRA	86
R3HDM2	86
SOX6	86
SSH2	86
TOP1MT	86
TRIOBP	86
ZMIZ1	86
ZNF536	86
AAK1	85
ATP6V0A4	85
CCDC88A	85
CCDC88C	85
CHRM3	85
CYFIP1	85
DENND1A	85
DENND2A	85
DIP2A	85
EFCAB2	85
FAM131C	85
FAM193A	85
LINC01169	85
LRRK1	85
MIATNB	85
MROH2B	85
PLEKHA6	85
PTPRO	85
RASGRF1	85
RBM6	85
SLC1A7	85
SUCLG2	85
SYNPR	85
TMC7	85
