gene_symbol	n_variants
NO_GENE_SYMBOL	13392
DUX4L19	200
DUX4L17	156
DUX4L18	151
ROCK1P1	83
DUX4L16	76
LINC01667	72
Y_RNA	66
FRG2C	61
PABPC1P5	57
SLC9B1P1	45
PRSS3P1	36
DUX4L8	30
DUX4L4	28
HLA-H	28
LINC00595	28
LINC01320	27
MUC6	27
KIR2DL1	26
GTF2IRD1P1	24
KIR3DL1	24
KIR2DL3	22
KIR3DL2	22
CASC15	21
FAM8A4P	21
LINC03006	21
PGM5P2	21
FRG2	20
KIR2DP1	20
CROCCP2	19
EGLN3	19
FRG1BP	19
INTS4P1	19
CDC27P1	18
SPRY4-AS1	18
ALG1L6P	17
BAGE2	17
FTX	17
LIPE-AS1	17
MIR3681HG	17
MUC3A	17
PARP4P2	17
SOX2-OT	17
CSTF3-DT	16
F11-AS1	16
LINC02021	16
NRXN1-DT	16
PTCHD1-AS	16
RABGEF1P1	16
ANKRD36BP2	15
CDRT15P10	15
DUX4L34	15
FRG1HP	15
IGLV5-48	15
LINC00511	15
LINC01524	15
METAZOA_SRP	15
MUC16	15
CHEK2P1	14
DDT	14
LINC00276	14
LINC01060	14
LINC02449	14
LINC02646	14
LINC02885	14
LINC03036	14
SNRPG	14
TUBB8B	14
BASP1-AS1	13
FAM182B	13
FIRRM	13
FRG1JP	13
GXYLT1P7	13
HLA-DRB6	13
IGHV3-20	13
LILRB1	13
LILRB2	13
LINC00907	13
LINC01592	13
LINC02018	13
LINC02934	13
SGO1-AS1	13
TRBV7-7	13
TRIB1AL	13
TSC22D1-AS1	13
CHMP1B2P	12
DPY19L1P1	12
FAM27E3	12
FAM86B1	12
IL12A-AS1	12
ITGB1-DT	12
KSR1P1	12
LINC02055	12
LINC02987	12
LYPLAL1-DT	12
MIR100HG	12
OBI1-AS1	12
PKN2-AS1	12
RFLNA	12
SLC8A1-AS1	12
SLC9B1P4	12
TRBV6-6	12
TTC9B	12
ABHD17AP4	11
CCNY-AS1	11
CTBP2P1	11
DIRC3	11
DISC1FP1	11
FAM230C	11
FAM8A2P	11
HULC	11
LINC-PINT	11
LINC00504	11
LINC01182	11
LINC01505	11
LINC01572	11
LINC01951	11
LINC02694	11
LINC02762	11
LINC03000	11
MMADHC-DT	11
POLR1HASP	11
RHPN2P1	11
SSX11P	11
SSX7	11
ACHE	10
CCDC26	10
CNIH3	10
CNN2P6	10
CRACR2B	10
CYBC1	10
DLEU1	10
FAM182A	10
FAM90A1	10
GTF2I-AS1	10
HYDIN2	10
KIR2DL4	10
LINC01091	10
LINC01410	10
LINC01707	10
LINC02604	10
LINC02882	10
LPAL2	10
MIR4300HG	10
PARAIL	10
PRSS1	10
PRSS3	10
PSMD7-DT	10
RBFOX1	10
RNU6-572P	10
SNHG27	10
AACSP1	9
ANKRD62	9
CDC42EP3-AS1	9
CDHR3	9
CFAP46	9
DNAJC30	9
ERRFI1-DT	9
FAM27C	9
FAM86DP	9
GUSBP1	9
LINC01500	9
LINC01811	9
LINC02198	9
LINC03011	9
LITATS1	9
MIR646HG	9
MUC12	9
MUC2	9
MUC20-OT1	9
POLR2J4	9
RABGEF1P2	9
RERGL	9
RGS2-AS1	9
SDHAP3	9
TYW1B	9
VBP1	9
VN1R10P	9
VN2R3P	9
ADAMTS7P4	8
CD81-AS1	8
CFAP418-AS1	8
CGB3	8
CMAHP	8
CNTNAP3P2	8
CYP4F35P	8
DNM1P47	8
DPH6-DT	8
EPIC1	8
FAM86B2	8
G2E3-AS1	8
GTF2IP5	8
GXYLT1P2	8
HLA-B	8
LINC01122	8
LINC01170	8
LINC01250	8
LINC01515	8
LINC01766	8
LINC01876	8
LINC02240	8
LINC02267	8
LINC02315	8
LINC02437	8
LMCD1-AS1	8
LUCAT1	8
MAP4K3-DT	8
MEF2C-AS1	8
MIATNB	8
MIR3171HG	8
MUC17	8
PDGFDDN	8
POM121L4P	8
PWRN1	8
RAD51AP2	8
SETP14	8
SLC35E4	8
SLC9B1P3	8
SNHG5	8
SUMF1	8
TIPARP-AS1	8
TLK1P1	8
TNPO1-DT	8
TNRC6A	8
TSPAN4	8
TUBB7P	8
VAV3-AS1	8
ADAMTS9-AS2	7
ARFGAP3	7
ARFGEF1-DT	7
ASL	7
BHLHE40-AS1	7
CEACAM22P	7
CIBAR1-DT	7
CLCN7	7
COPS8-DT	7
CSPG4P5	7
DAB1	7
DDHD1-DT	7
DRAIC	7
EHHADH	7
ELOA-AS1	7
EOLA1	7
FAM21EP	7
FAM66A	7
FAM86B3P	7
FGFR4	7
FLJ43315	7
GADD45B	7
GNAO1-DT	7
GUCY2C-AS1	7
GUSBP5	7
GZMAP1	7
HCN2	7
HLA-DRB9	7
HNRNPR	7
ITFG2-AS1	7
LINC00393	7
LINC00581	7
LINC00620	7
LINC00665	7
LINC00857	7
LINC00871	7
LINC01019	7
LINC01029	7
LINC01205	7
LINC01301	7
LINC01435	7
LINC01509	7
LINC01531	7
LINC01634	7
LINC01754	7
LINC02241	7
LINC02337	7
LINC02346	7
LINC02351	7
LINC02352	7
LINC02532	7
LINC02615	7
LINC02643	7
LINC02664	7
LINC02763	7
LINC02774	7
LINC02901	7
MDS2	7
MIR99AHG	7
NPHP3-AS1	7
OR8K2P	7
PABPC3	7
PRR13P4	7
RPL35P5	7
SDHAP1	7
SLC16A1-AS1	7
SLC18B1	7
SMAD3-DT	7
TBC1D5	7
TEKT4P2	7
TMEM161B-DT	7
U3	7
UNC93B8	7
ZRANB2-DT	7
ABCA11P	6
ABCA17P	6
ABCD1P5	6
ABHD16B	6
AHNAK2	6
ALG14	6
ANKHD1	6
ANKRD20A21P	6
AP1S3	6
ATP6V0E1	6
BBOX1-AS1	6
BIRC5	6
CARD18	6
CAST	6
CASTOR3P	6
CCDC28A-AS1	6
CCL17	6
CDC27P2	6
CEACAM16-AS1	6
CENPU	6
CHEK2P2	6
CNN2P12	6
COX10-DT	6
CRYBB2P1	6
CTRB1	6
CTRB2	6
CYP4F26P	6
DTX2P1	6
DUBR	6
EEF1A1-AS1	6
EMCN	6
ERCC6L2-AS1	6
FAM86EP	6
GCNT3	6
GGTLC1	6
HERC2P3	6
HLA-E	6
HMGN2P18	6
HROB	6
IFI44L	6
IGHA2	6
IGHV1-2	6
IGHV3-7	6
IGHV3-76	6
IL33	6
JAZF1-AS1	6
LERFS	6
LILRP1	6
LINC00273	6
LINC00299	6
LINC00457	6
LINC00499	6
LINC00536	6
LINC00609	6
LINC00882	6
LINC00970	6
LINC01010	6
LINC01036	6
LINC01237	6
LINC01331	6
LINC01473	6
LINC01517	6
LINC01606	6
LINC01827	6
LINC01877	6
LINC01924	6
LINC01934	6
LINC02226	6
LINC02306	6
LINC02336	6
LINC02458	6
LINC02490	6
