sample_id	run_id	assay_type	run_classification	interpretation_domain	summary_axis	consequence_label	count
ERR10619309	run_2026_06_02_181024	WES	q1	coding	frequency_class	common	23634
ERR10619309	run_2026_06_02_181024	WES	q1	coding	frequency_class	low_frequency	1224
ERR10619309	run_2026_06_02_181024	WES	q1	coding	frequency_class	missing	213
ERR10619309	run_2026_06_02_181024	WES	q1	coding	frequency_class	rare	1377
ERR10619309	run_2026_06_02_181024	WES	q1	coding	frequency_class	unknown	0
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	frequency_class	common	736257
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	frequency_class	low_frequency	34788
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	frequency_class	missing	33014
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	frequency_class	rare	48894
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	frequency_class	unknown	0
ERR10619309	run_2026_06_02_181024	WES	q1	coding	interpretation_label	coding_common_or_low_support	24878
ERR10619309	run_2026_06_02_181024	WES	q1	coding	interpretation_label	coding_uninterpretable	507
ERR10619309	run_2026_06_02_181024	WES	q1	coding	interpretation_label	lof_or_missense_rare	1061
ERR10619309	run_2026_06_02_181024	WES	q1	coding	interpretation_label	lof_rare_clinically_supported	2
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	interpretation_label	noncoding_common_or_low_support	662939
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	interpretation_label	noncoding_uninterpretable	158857
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	interpretation_label	regulatory_or_transcript_rare	31157
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	interpretation_label	regulatory_rare_supported	0
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	context	intergenic	145244
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	context	intronic	373607
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	context	proximal	128424
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	context	regulatory	0
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	context	transcript_associated	192065
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	context	unknown	13613
ERR10619309	run_2026_06_02_181024	WES	q1	coding	variant_function	loss_of_function	511
ERR10619309	run_2026_06_02_181024	WES	q1	coding	variant_function	missense	11303
ERR10619309	run_2026_06_02_181024	WES	q1	coding	variant_function	other_coding	389
ERR10619309	run_2026_06_02_181024	WES	q1	coding	variant_function	splice_relevant	2593
ERR10619309	run_2026_06_02_181024	WES	q1	coding	variant_function	synonymous	11652
ERR10619309	run_2026_06_02_181024	WES	q1	coding	variant_function	unknown	0
ERR10619309	run_2026_06_02_181024	WES	q1	coding	clinical_status	benign	6809
ERR10619309	run_2026_06_02_181024	WES	q1	coding	clinical_status	conflicting	62
ERR10619309	run_2026_06_02_181024	WES	q1	coding	clinical_status	likely_benign	806
ERR10619309	run_2026_06_02_181024	WES	q1	coding	clinical_status	likely_pathogenic	15
ERR10619309	run_2026_06_02_181024	WES	q1	coding	clinical_status	missing	18509
ERR10619309	run_2026_06_02_181024	WES	q1	coding	clinical_status	pathogenic	14
ERR10619309	run_2026_06_02_181024	WES	q1	coding	clinical_status	vus	233
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	clinical_status	benign	25899
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	clinical_status	conflicting	13
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	clinical_status	likely_benign	1331
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	clinical_status	likely_pathogenic	7
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	clinical_status	missing	825468
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	clinical_status	pathogenic	14
ERR10619309	run_2026_06_02_181024	WES	q1	noncoding	clinical_status	vus	221
