sample_id	run_id	stage	elapsed_seconds	status	start_time	end_time
ERR10619208	run_2026_05_30_151355	stage_01_load_data	0	success	2026-05-30T15:13:55+00:00	2026-05-30T15:13:55+00:00
ERR10619208	run_2026_05_30_151355	stage_02_align_data	6384	success	2026-05-30T15:13:55+00:00	2026-05-30T17:00:19+00:00
ERR10619208	run_2026_05_30_151355	stage_03_process_bam	314	success	2026-05-30T17:00:19+00:00	2026-05-30T17:05:33+00:00
ERR10619208	run_2026_05_30_151355	stage_04_qc_aligned_reads	52	success	2026-05-30T17:05:33+00:00	2026-05-30T17:06:25+00:00
ERR10619208	run_2026_05_30_151355	stage_05_call_variants	11183	success	2026-05-30T17:06:25+00:00	2026-05-30T20:12:48+00:00
ERR10619208	run_2026_05_30_151355	stage_06_normalize_vcf	20	success	2026-05-30T20:12:48+00:00	2026-05-30T20:13:08+00:00
ERR10619208	run_2026_05_30_151355	stage_07_annotate_variants	1266	success	2026-05-30T20:13:08+00:00	2026-05-30T20:34:14+00:00
ERR10619208	run_2026_05_30_151355	stage_08_filter_and_partition	95	success	2026-05-30T20:34:17+00:00	2026-05-30T20:35:52+00:00
ERR10619208	run_2026_05_30_151355	stage_09_interpret_coding	1	success	2026-05-30T20:36:03+00:00	2026-05-30T20:36:04+00:00
ERR10619208	run_2026_05_30_151355	stage_10_interpret_noncoding	29	success	2026-05-30T20:36:06+00:00	2026-05-30T20:36:35+00:00
ERR10619208	run_2026_05_30_151355	stage_11_prioritize_variants	26	success	2026-05-30T20:37:27+00:00	2026-05-30T20:37:53+00:00
ERR10619208	run_2026_05_30_151355	stage_12_validate_variants	26	success	2026-05-30T20:37:59+00:00	2026-05-30T20:38:25+00:00
ERR10619208	run_2026_05_30_151355	stage_13_write_summary	0	success	2026-05-30T20:38:31+00:00	2026-05-30T20:38:31+00:00
