sample_id	run_id	assay_type	run_classification	assay_metadata_status	run_notes	raw_variant_count	normalized_variant_count	annotated_variant_count	stage08_total_variants	coding_candidates	noncoding_candidates	splice_region_candidates	qc_flagged	stage09_coding_interpreted	stage10_noncoding_interpreted	stage11_prioritized_rows	stage12_validation_rows	rdgp_gene_evidence_seed_rows	unique_gene_ids
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	incorrect_wgs_label_for_wes	Saudi WES run with full telemetry that exposed assay-type metadata drift.	813543	813543	811554	811554	25288	783685	3128	12837	27869	783685	811554	811554	43015	43016
ERR10619281	run_2026_05_14_231247	WES	saudi_metadata_patch_rerun	corrected_wes_label	Saudi WES rerun after assay-aware provenance patch.	813543	813543	811554	811554	25288	783685	3128	12837	27869	783685	811554	811554	43015	43016
