sample_id	run_id	assay_type	run_classification	assay_metadata_status	run_notes	pipeline_version	status	machine_id	config_path	git_commit	config_hash	reference_genome	reference_fasta_hash_or_size	execution_profile
ERR10619281	run_2026_05_14_083044	WGS	saudi_metadata_drift_detection	incorrect_wgs_label_for_wes	Saudi WES run with full telemetry that exposed assay-type metadata drift.	v1.0	completed	VandPyMolGPUResearch	config/config.mark.err10619281.baseline.yaml	0ea5d295c3c482a6caaa62114314cb7372d36d2b	49a151617a30ead4d1572c24a8717a7f3ea1524f92c62aee0ac9d34918a59845	GRCh38	3151425851	mark_err10619281_baseline_phase1a_extension
ERR10619281	run_2026_05_14_231247	WES	saudi_metadata_patch_rerun	corrected_wes_label	Saudi WES rerun after assay-aware provenance patch.	v1.0	completed	VandPyMolGPUResearch	config/config.mark.err10619281.baseline.yaml	e90c05dc26d73805816df01b79651286553797c0	f844d67fee06f3d8736f42d7c6c0639b2a051ab6749a15e0854a854e77bc8d74	GRCh38	3151425851	mark_err10619281_baseline_phase1a_extension
