sample_id	run_id	assay_type	run_classification	assay_metadata_status	run_notes	pipeline_version	status	machine_id	config_path	git_commit	config_hash	reference_genome	reference_fasta_hash_or_size	execution_profile
ERR10619285	run_2026_06_02_124300	WES	median	available	epilepsy_wes_cross_run_cohort	v1.0	completed	VandPyMolGPUResearch	config/config.mark.err10619285.sidecar_metrics.yaml	0b12916f2b8a4e45404efcbbb36c6ebb4c9b35c7	85a7a09f9e525fa4af9880c0e45c85d289948f6c3672f83c1d49a27aa78c7051	GRCh38	3151425851	mark_err10619285_sidecar_metrics_auto_render_test
