sample_id	run_id	stage	elapsed_seconds	status	start_time	end_time
ERR10619212	run_2026_05_30_214724	stage_01_load_data	0	success	2026-05-30T21:47:24+00:00	2026-05-30T21:47:24+00:00
ERR10619212	run_2026_05_30_214724	stage_02_align_data	7599	success	2026-05-30T21:47:24+00:00	2026-05-30T23:54:03+00:00
ERR10619212	run_2026_05_30_214724	stage_03_process_bam	365	success	2026-05-30T23:54:03+00:00	2026-05-31T00:00:08+00:00
ERR10619212	run_2026_05_30_214724	stage_04_qc_aligned_reads	61	success	2026-05-31T00:00:08+00:00	2026-05-31T00:01:09+00:00
ERR10619212	run_2026_05_30_214724	stage_05_call_variants	12869	success	2026-05-31T00:01:09+00:00	2026-05-31T03:35:38+00:00
ERR10619212	run_2026_05_30_214724	stage_06_normalize_vcf	21	success	2026-05-31T03:35:39+00:00	2026-05-31T03:36:00+00:00
ERR10619212	run_2026_05_30_214724	stage_07_annotate_variants	1367	success	2026-05-31T03:36:01+00:00	2026-05-31T03:58:48+00:00
ERR10619212	run_2026_05_30_214724	stage_08_filter_and_partition	108	success	2026-05-31T03:58:51+00:00	2026-05-31T04:00:39+00:00
ERR10619212	run_2026_05_30_214724	stage_09_interpret_coding	2	success	2026-05-31T04:00:52+00:00	2026-05-31T04:00:54+00:00
ERR10619212	run_2026_05_30_214724	stage_10_interpret_noncoding	35	success	2026-05-31T04:00:55+00:00	2026-05-31T04:01:30+00:00
ERR10619212	run_2026_05_30_214724	stage_11_prioritize_variants	28	success	2026-05-31T04:02:32+00:00	2026-05-31T04:03:00+00:00
ERR10619212	run_2026_05_30_214724	stage_12_validate_variants	29	success	2026-05-31T04:03:07+00:00	2026-05-31T04:03:36+00:00
ERR10619212	run_2026_05_30_214724	stage_13_write_summary	0	success	2026-05-31T04:03:43+00:00	2026-05-31T04:03:43+00:00
