sample_id	run_id	stage	elapsed_seconds	status	start_time	end_time
ERR10619330	run_2026_06_01_203130	stage_01_load_data	0	success	2026-06-01T20:31:30+00:00	2026-06-01T20:31:30+00:00
ERR10619330	run_2026_06_01_203130	stage_02_align_data	7826	success	2026-06-01T20:31:30+00:00	2026-06-01T22:41:56+00:00
ERR10619330	run_2026_06_01_203130	stage_03_process_bam	385	success	2026-06-01T22:41:56+00:00	2026-06-01T22:48:21+00:00
ERR10619330	run_2026_06_01_203130	stage_04_qc_aligned_reads	66	success	2026-06-01T22:48:21+00:00	2026-06-01T22:49:27+00:00
ERR10619330	run_2026_06_01_203130	stage_05_call_variants	13311	success	2026-06-01T22:49:27+00:00	2026-06-02T02:31:18+00:00
ERR10619330	run_2026_06_01_203130	stage_06_normalize_vcf	20	success	2026-06-02T02:31:18+00:00	2026-06-02T02:31:38+00:00
ERR10619330	run_2026_06_01_203130	stage_07_annotate_variants	1436	success	2026-06-02T02:31:38+00:00	2026-06-02T02:55:34+00:00
ERR10619330	run_2026_06_01_203130	stage_08_filter_and_partition	121	success	2026-06-02T02:55:38+00:00	2026-06-02T02:57:39+00:00
ERR10619330	run_2026_06_01_203130	stage_09_interpret_coding	1	success	2026-06-02T02:57:52+00:00	2026-06-02T02:57:53+00:00
ERR10619330	run_2026_06_01_203130	stage_10_interpret_noncoding	36	success	2026-06-02T02:57:54+00:00	2026-06-02T02:58:30+00:00
ERR10619330	run_2026_06_01_203130	stage_11_prioritize_variants	30	success	2026-06-02T02:59:34+00:00	2026-06-02T03:00:04+00:00
ERR10619330	run_2026_06_01_203130	stage_12_validate_variants	31	success	2026-06-02T03:00:11+00:00	2026-06-02T03:00:42+00:00
ERR10619330	run_2026_06_01_203130	stage_13_write_summary	0	success	2026-06-02T03:00:50+00:00	2026-06-02T03:00:50+00:00
