gene_symbol	n_variants
PSPH	18
DNAH14	16
COL4A2	13
KMT2C	12
MACF1	12
SYNE1	12
ACSF3	11
ASPM	11
CELSR1	11
DYNC2H1	11
DCHS1	10
LAMC3	10
PITRM1	10
SLC25A5	10
ACACB	9
LAMA2	9
MCPH1	9
APC2	8
PCDH12	8
CACNA1B	7
CTU2	7
DHTKD1	7
ECHDC3	7
LYST	7
MTCH2	7
PRPF8	7
RYR3	7
TRPM3	7
WDR62	7
AGMAT	6
AGXT2	6
ALDH1L1	6
ASAH1	6
COG6	6
COL4A1	6
DNAJC6	6
MED17	6
PCLO	6
POLQ	6
PTPN23	6
SARDH	6
SON	6
ADCY10	5
AMACR	5
ANK2	5
ASTN1	5
BLTP1	5
CACNA1C	5
CAMK2B	5
CASP9	5
CHD5	5
DROSHA	5
GALC	5
IRF2BPL	5
ITGB4	5
MAST3	5
MAST4	5
MCM3AP	5
MRPL39	5
MTFR1	5
NEU4	5
PEX6	5
PHYH	5
PLCB1	5
SACS	5
SCN10A	5
SETD1B	5
SPTAN1	5
TBCD	5
TNRC6A	5
TOP1MT	5
TRRAP	5
ABAT	4
ACCS	4
ACSS1	4
ALDH4A1	4
ANK3	4
ATP6V0A2	4
CACNA1A	4
CACNA1I	4
CCDC88C	4
CENPF	4
CEP89	4
CHDH	4
CHRNA4	4
CNTNAP2	4
COL18A1	4
COX10	4
CPS1	4
CYP11B2	4
DMGDH	4
EARS2	4
EMC1	4
EP400	4
ERMARD	4
FASN	4
FDXR	4
GOT2	4
GRM7	4
HECW2	4
HERC2	4
HIVEP2	4
JMJD1C	4
KAT6A	4
KCNH1	4
KMT2D	4
LARS2	4
MAOB	4
METTL8	4
MLC1	4
MRPS9	4
MTRF1L	4
MYG1	4
NRDC	4
NSUN4	4
POLR1A	4
RAI1	4
RERE	4
SDR39U1	4
SEPTIN4	4
SMARCA2	4
SZT2	4
TRAK1	4
TSEN54	4
UNC13A	4
UNC79	4
UNC80	4
ZNF142	4
AARS1	3
ABCA2	3
ABCC9	3
ACAD11	3
ADAR	3
ADCK5	3
ADHFE1	3
AFF3	3
AGMO	3
AHDC1	3
AIFM1	3
AK4	3
AKR1B10	3
ALDH1B1	3
ANKRD11	3
ANO4	3
AP1G1	3
ARID1B	3
ASXL2	3
BAIAP2	3
BAZ2B	3
BSN	3
CA5B	3
CACNA1E	3
CACNA1G	3
CARS2	3
CDK5RAP2	3
CHCHD10	3
CHD2	3
COASY	3
COMT	3
COQ2	3
COQ3	3
CPOX	3
CTSF	3
DIP2C	3
DNA2	3
DNAJA3	3
DYNC1H1	3
ECHS1	3
EIF3F	3
EML1	3
ENDOG	3
FAM210B	3
FGFR3	3
GABRB1	3
GRIN1	3
GRIN2B	3
GRIN2D	3
HTT	3
ISCU	3
KCNH5	3
KIF1A	3
LSS	3
MADD	3
MANBA	3
MAST1	3
MCCD1	3
ME3	3
MMAB	3
MRPL45	3
MTHFD1L	3
MTOR	3
MYCBP2	3
NALCN	3
NAXE	3
NCKAP1	3
NDST1	3
NDUFS4	3
OMA1	3
PDHX	3
PIGK	3
PIGN	3
PIK3C2B	3
PINK1	3
POLRMT	3
PPA2	3
PUS3	3
RANBP2	3
RELN	3
RPH3A	3
RSAD1	3
RTTN	3
SCN8A	3
SF3B1	3
SLC1A2	3
SLC2A1	3
SPHKAP	3
SPTBN4	3
SRCAP	3
STYXL1	3
SYNJ1	3
TAOK1	3
THEM5	3
TIAM1	3
TMEM177	3
TSPYL1	3
TUBGCP2	3
TUBGCP6	3
TXNRD2	3
UGGT1	3
VPS11	3
VPS13A	3
VPS13D	3
ZNF148	3
AARS2	2
ABCA9	2
ABHD16A	2
ACADSB	2
ACOT11	2
ACP6	2
ACSL1	2
ACSM1	2
ACSM2A	2
ACSM2B	2
ACTG1	2
ADAT3	2
ADCK2	2
ADGRG1	2
AFG3L2	2
AKAP1	2
AKAP10	2
AKR7A2	2
ALKBH1	2
ANKRD17	2
ANTKMT	2
ATP13A2	2
ATP5PO	2
ATPSCKMT	2
B3GALNT2	2
BCAS3	2
BCL2L13	2
BCL2L2	2
BCO2	2
BPTF	2
CAD	2
CAMK2A	2
CBR3	2
CBR4	2
CC2D2A	2
CCDC186	2
CCDC90B	2
CDC42BPB	2
CEP85L	2
CERT1	2
CHPT1	2
COA8	2
COG4	2
COL3A1	2
COQ6	2
COQ8A	2
CP	2
CPT1A	2
CRAT	2
CSF1R	2
CUX2	2
CYP11B1	2
D2HGDH	2
DDC	2
DELE1	2
DHX9	2
DMAC1	2
DMAC2	2
DNAJC11	2
DNAJC30	2
DPYD	2
ECI2	2
EED	2
EPG5	2
EPHX2	2
EPM2A	2
EXOC7	2
FA2H	2
FASTKD1	2
FASTKD3	2
FDFT1	2
FDX2	2
FECH	2
FRYL	2
GABRA2	2
GABRA4	2
GABRA5	2
GABRB2	2
GABRD	2
GARS1	2
GATB	2
GCSH	2
GFM1	2
GM2A	2
GPAM	2
GPD2	2
GRHPR	2
GRIK2	2
GSTZ1	2
GTPBP10	2
GTPBP3	2
GUF1	2
HCN2	2
HDHD5	2
HEXA	2
HEXB	2
HIBCH	2
HK1	2
HSD17B4	2
HSPA9	2
IMMT	2
JARID2	2
KANSL1	2
KAT8	2
KCNJ11	2
KCNN2	2
KDM4B	2
KIF5C	2
KLHL20	2
LACTB	2
LDHB	2
LIPT1	2
LIPT2	2
LYPLAL1	2
MAOA	2
MAP1B	2
MAP2K2	2
MCCC1	2
MECR	2
METAP1D	2
METTL4	2
MIGA2	2
MMUT	2
MPV17L2	2
MRPL30	2
MRPL40	2
MRPL52	2
MRPL58	2
MRPL9	2
MRPS10	2
MRPS15	2
MRPS21	2
MRPS27	2
MRPS28	2
MTARC1	2
MTARC2	2
MTFMT	2
MTHFR	2
MTIF2	2
MTNAP1	2
MTR	2
MYT1L	2
NAGLU	2
