sample_id	run_id	assay_type	run_classification	gene_id	gene_symbol	gene_burden_rank	variant_count	overlay_source	overlay_source_count	overlay_source_list	mitocarta_hit	epi25_hit	match_key
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000100150	DEPDC5	615	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000050030	NEXMIF	887	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000103148	NPRL3	369	1	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000144285	SCN1A	75	3	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000099365	STX1B	1057	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000197283	SYNGAP1	80	3	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000196998	WDR45	1136	0	epi25_all_epilepsy	1	epi25_all_epilepsy	False	True	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000109576	AADAT	446	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000124608	AARS2	24	4	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000008311	AASS	200	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000183044	ABAT	13	5	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000154258	ABCA9	85	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000135776	ABCB10	201	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000115657	ABCB6	202	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000131269	ABCB7	447	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000197150	ABCB8	448	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000101986	ABCD1	449	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000173208	ABCD2	450	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000117528	ABCD3	203	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000144827	ABHD10	204	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000106077	ABHD11	205	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000060971	ACAA1	206	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000167315	ACAA2	451	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000275176|ENSG00000278540	ACACA	452	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000076555	ACACB	2	10	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000111271	ACAD10	453	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000240303	ACAD11	86	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000151498	ACAD8	454	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000177646	ACAD9	207	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000115361	ACADL	455	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000117054	ACADM	208	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000122971	ACADS	456	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000196177	ACADSB	457	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000072778	ACADVL	458	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000075239	ACAT1	87	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000110455	ACCS	459	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000131473	ACLY	209	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000100412	ACO2	210	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000102794	ACOD1	460	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000162390	ACOT11	88	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000112304	ACOT13	461	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000119673	ACOT2	40	3	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000097021	ACOT7	462	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000123130	ACOT9	211	1	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000162836	ACP6	89	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000167107	ACSF2	463	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000176715	ACSF3	3	10	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000151726	ACSL1	90	2	mitocarta	1	mitocarta	True	False	ensembl_gene_id
ERR10619230	run_2026_06_01_004903	WES	full_pipeline	ENSG00000164398	ACSL6	464	0	mitocarta	1	mitocarta	True	False	ensembl_gene_id
