gene_symbol	n_variants
PSPH	18
DNAH14	14
KMT2C	13
SLC25A5	13
KANSL1	12
MACF1	12
SYNE1	12
COL4A2	11
COL4A1	10
MCPH1	10
PIGN	10
ACACB	9
ACSF3	9
ASPM	9
ECHDC3	9
GALC	9
DMXL2	8
LAMC3	8
PCDH12	8
RYR3	8
TRPM3	8
ATP13A2	7
CENPF	7
DYNC1H1	7
IRF2BPL	7
LAMA2	7
NSD1	7
PCLO	7
POLQ	7
ALDH1L1	6
BSN	6
CCDC88C	6
CELSR1	6
CHRNA4	6
DHTKD1	6
DMGDH	6
HTT	6
MTNAP1	6
PDPR	6
PITRM1	6
SON	6
TSEN54	6
TXNRD2	6
AGXT2	5
ANK2	5
BRAT1	5
CACNA1A	5
CACNA1C	5
CEP89	5
CHD5	5
CTU2	5
DCHS1	5
DYNC2H1	5
GABBR2	5
GOT2	5
HERC2	5
LARS2	5
LYST	5
MRPL39	5
NEU4	5
PDHX	5
RELN	5
RTTN	5
SACS	5
SCN10A	5
SPHKAP	5
TRAPPC11	5
UNC13A	5
ACTG1	4
ADAR	4
ALDH4A1	4
ANK3	4
ARID1B	4
ASTN1	4
ATP6V0A2	4
CACNA1I	4
CAD	4
CAMK2B	4
CBR3	4
CHD2	4
CNTNAP2	4
COX10	4
CPS1	4
CTSF	4
EP400	4
EPHX2	4
FASN	4
GPAM	4
GRIN2B	4
GRIN2D	4
GRM7	4
HECW2	4
JMJD1C	4
LRPPRC	4
MTARC2	4
MYCBP2	4
MYG1	4
NDUFS4	4
PDE2A	4
PEX6	4
PLXNC1	4
PTPN23	4
RAI1	4
RANBP2	4
RERE	4
SDR39U1	4
SPTAN1	4
TNK2	4
TRIO	4
TRPM6	4
UGDH	4
UGGT1	4
UNC79	4
AARS2	3
ABCA9	3
ABCC9	3
ACCS	3
ACSM2B	3
ADAM22	3
AGMAT	3
AGXT	3
AKAP1	3
AKR1B10	3
ALDH1B1	3
AP1G1	3
AP3B2	3
AP3D1	3
BLTP1	3
CACNA1G	3
CARS2	3
CASP9	3
CERT1	3
CNTNAP1	3
COQ3	3
COQ8A	3
CPT1A	3
CTSD	3
DIP2C	3
DNAJA3	3
DROSHA	3
ECHS1	3
ECI2	3
EHMT1	3
EMC1	3
FRA10AC1	3
FRYL	3
GLB1	3
GM2A	3
GNB5	3
GRIN1	3
HCN2	3
HEXB	3
ISCU	3
KCNA1	3
KDM2B	3
KIF1A	3
MANBA	3
MAST1	3
MCCD1	3
MCM3AP	3
MMAB	3
MMUT	3
MRPL45	3
MRPL9	3
MT-CYB	3
MTG2	3
MTOR	3
NARS2	3
NAXE	3
NDST1	3
NUDT6	3
OGDH	3
OMA1	3
PDK4	3
PIGK	3
PIK3C2B	3
PNPT1	3
POLR1A	3
POLRMT	3
PRIMA1	3
RSAD1	3
SARDH	3
SCO2	3
SEPTIN4	3
SETD1B	3
SF3B1	3
SFXN4	3
SLC12A5	3
SLC1A2	3
SLC25A12	3
SLC25A48	3
SLC30A9	3
SLC45A1	3
STYXL1	3
TBCD	3
THEM5	3
TIMM44	3
TMEM177	3
TUBGCP2	3
TXNRD1	3
UBR5	3
YEATS2	3
ZNF148	3
ABHD16A	2
ACAD10	2
ACADM	2
ACADS	2
ACOD1	2
ACOT11	2
ACP6	2
ACSL1	2
ACSM1	2
ADCK2	2
ADCY10	2
ADGRG1	2
AFDN	2
AFG2B	2
AFG3L2	2
AHDC1	2
AIFM3	2
AK4	2
ALDH1L2	2
ALDH9A1	2
ALG2	2
ALG8	2
ALPL	2
AMACR	2
ANKRD11	2
ANKRD17	2
AP4B1	2
APC2	2
ARSA	2
ASH1L	2
ATN1	2
ATP1A1	2
ATP23	2
ATP2B2	2
ATPSCKMT	2
BAIAP2	2
BCAS3	2
BCL2A1	2
BCO2	2
CA5A	2
